document_id,transform_number,origin_class,generation_channel,median_baseline,score_seed1,score_seed2,score_seed3,n_valid,median_transformed,delta_judge,range_transformed,status
nemotron_b016_P1_r1,5,A,nemotron,68.0,65,68,65,3,65.0,-3.0,3,ok
nemotron_b022_P3_r2,5,A,nemotron,68.0,65,68,65,3,65.0,-3.0,3,ok
nemotron_b028_P1_r2,5,A,nemotron,65.0,65,65,65,3,65.0,0.0,0,ok
nemotron_b033_P2_r2,5,A,nemotron,68.0,68,68,68,3,68.0,0.0,0,ok
nemotron_b038_P1_r2,5,A,nemotron,65.0,65,65,65,3,65.0,0.0,0,ok
real_claude_b015_P2_r1,5,A,real_claude,68.0,68,65,68,3,68.0,0.0,3,ok
real_claude_b018_P3_r2,5,A,real_claude,65.0,75,65,68,3,68.0,3.0,10,ok
real_claude_b024_P1_r2,5,A,real_claude,68.0,75,68,65,3,68.0,0.0,10,ok
real_claude_b025_P2_r1,5,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
real_claude_b034_P2_r2,5,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
real_claude_b040_P3_r2,5,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
real_claude_b042_P3_r2,5,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
real_claude_b045_P3_r1,5,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b002_P3_r1,10,A,deepseek_pro,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b004_P2_r1,10,A,deepseek_pro,68.0,68,65,68,3,68.0,0.0,3,ok
deepseek_pro_b007_P3_r2,10,A,deepseek_pro,68.0,65,68,65,3,65.0,-3.0,3,ok
deepseek_pro_b009_P1_r1,10,A,deepseek_pro,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b009_P2_r2,10,A,deepseek_pro,65.0,68,65,68,3,68.0,3.0,3,ok
deepseek_pro_b021_P2_r2,10,A,deepseek_pro,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b037_P2_r2,10,A,deepseek_pro,72.0,75,65,68,3,68.0,-4.0,10,ok
deepseek_pro_b038_P1_r2,10,A,deepseek_pro,68.0,65,68,65,3,65.0,-3.0,3,ok
gpt_b004_P1_r1,10,A,gpt,65.0,68,68,68,3,68.0,3.0,0,ok
gpt_b004_P3_r1,10,A,gpt,68.0,75,72,68,3,72.0,4.0,7,ok
gpt_b021_P3_r2,10,A,gpt,68.0,65,68,65,3,65.0,-3.0,3,ok
gpt_b026_P1_r1,10,A,gpt,65.0,65,68,65,3,65.0,0.0,3,ok
gpt_b028_P2_r1,10,A,gpt,65.0,65,68,65,3,65.0,0.0,3,ok
gpt_b031_P1_r1,10,A,gpt,65.0,65,65,65,3,65.0,0.0,0,ok
gpt_b040_P2_r1,10,A,gpt,68.0,55,68,65,3,65.0,-3.0,13,ok
human_hard_rusltc_0001,10,H,,68.0,65,68,65,3,65.0,-3.0,3,ok
human_hard_rusltc_0002,10,H,,68.0,75,68,68,3,68.0,0.0,7,ok
human_hard_rusltc_0003,10,H,,75.0,68,75,75,3,75.0,0.0,7,ok
human_hard_rusltc_0055,10,H,,68.0,75,68,68,3,68.0,0.0,7,ok
human_hard_rusltc_0068,10,H,,75.0,75,78,75,3,75.0,0.0,3,ok
human_hard_rusltc_0073,10,H,,65.0,65,68,65,3,65.0,0.0,3,ok
human_news_buriy_2014_0027,10,H,,75.0,68,75,75,3,75.0,0.0,7,ok
human_news_buriy_2014_0034,10,H,,68.0,68,68,68,3,68.0,0.0,0,ok
human_news_gazeta_0031,10,H,,68.0,68,65,68,3,68.0,0.0,3,ok
human_news_gazeta_0040,10,H,,68.0,68,65,68,3,68.0,0.0,3,ok
human_news_lenta_0001,10,H,,68.0,68,68,75,3,68.0,0.0,7,ok
human_news_lenta_0016,10,H,,68.0,65,68,65,3,65.0,-3.0,3,ok
human_prose_taiga_arzamas_0050,10,H,,65.0,75,68,65,3,68.0,3.0,10,ok
human_prose_taiga_arzamas_0051,10,H,,65.0,65,68,65,3,65.0,0.0,3,ok
human_prose_taiga_magazines_0048,10,H,,68.0,75,65,68,3,68.0,0.0,10,ok
human_prose_taiga_magazines_0053,10,H,,68.0,68,78,75,3,75.0,7.0,10,ok
human_prose_taiga_proza_0034,10,H,,68.0,75,68,68,3,68.0,0.0,7,ok
human_prose_taiga_proza_0056,10,H,,75.0,75,68,68,3,68.0,-7.0,7,ok
human_science_cyberleninka_0026,10,H,,65.0,68,72,75,3,72.0,7.0,7,ok
human_science_cyberleninka_0031,10,H,,72.0,68,75,75,3,75.0,3.0,7,ok
human_science_cyberleninka_0032,10,H,,68.0,75,68,68,3,68.0,0.0,7,ok
human_science_cyberleninka_0053,10,H,,75.0,68,78,75,3,75.0,0.0,10,ok
human_science_spbgu_0024,10,H,,65.0,75,68,65,3,68.0,3.0,10,ok
human_science_urfu_0028,10,H,,75.0,68,78,75,3,75.0,0.0,10,ok
human_seo_alaev_0004,10,H,,75.0,75,65,68,3,68.0,-7.0,10,ok
human_seo_convertmonster_0001,10,H,,68.0,75,75,75,3,75.0,7.0,0,ok
human_seo_devaka_ru_0004,10,H,,68.0,75,65,68,3,68.0,0.0,10,ok
human_seo_drmax_0002,10,H,,68.0,68,72,75,3,72.0,4.0,7,ok
human_seo_drmax_su_0001,10,H,,75.0,75,75,78,3,75.0,0.0,3,ok
human_seo_labrika_0002,10,H,,75.0,75,68,65,3,68.0,-7.0,10,ok
nemotron_b012_P1_r1,10,A,nemotron,55.0,65,68,65,3,65.0,10.0,3,ok
nemotron_b015_P3_r2,10,A,nemotron,65.0,65,68,65,3,65.0,0.0,3,ok
nemotron_b016_P1_r1,10,A,nemotron,68.0,65,65,65,3,65.0,-3.0,0,ok
nemotron_b022_P3_r2,10,A,nemotron,68.0,75,65,68,3,68.0,0.0,10,ok
nemotron_b028_P1_r2,10,A,nemotron,65.0,65,65,65,3,65.0,0.0,0,ok
nemotron_b033_P2_r2,10,A,nemotron,68.0,65,68,65,3,65.0,-3.0,3,ok
nemotron_b038_P1_r2,10,A,nemotron,65.0,75,68,65,3,68.0,3.0,10,ok
real_claude_b015_P2_r1,10,A,real_claude,68.0,55,65,65,3,65.0,-3.0,10,ok
real_claude_b018_P3_r2,10,A,real_claude,65.0,68,65,68,3,68.0,3.0,3,ok
real_claude_b024_P1_r2,10,A,real_claude,68.0,65,68,65,3,65.0,-3.0,3,ok
real_claude_b025_P2_r1,10,A,real_claude,65.0,55,65,65,3,65.0,0.0,10,ok
real_claude_b034_P2_r2,10,A,real_claude,65.0,55,65,65,3,65.0,0.0,10,ok
real_claude_b040_P3_r2,10,A,real_claude,65.0,65,65,65,3,65.0,0.0,0,ok
real_claude_b042_P3_r2,10,A,real_claude,65.0,55,65,65,3,65.0,0.0,10,ok
real_claude_b045_P3_r1,10,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b002_P3_r1,11,A,deepseek_pro,65.0,75,68,65,3,68.0,3.0,10,ok
deepseek_pro_b004_P2_r1,11,A,deepseek_pro,68.0,75,65,68,3,68.0,0.0,10,ok
deepseek_pro_b007_P3_r2,11,A,deepseek_pro,68.0,75,68,68,3,68.0,0.0,7,ok
deepseek_pro_b009_P1_r1,11,A,deepseek_pro,65.0,75,65,68,3,68.0,3.0,10,ok
deepseek_pro_b009_P2_r2,11,A,deepseek_pro,65.0,68,65,68,3,68.0,3.0,3,ok
deepseek_pro_b021_P2_r2,11,A,deepseek_pro,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b037_P2_r2,11,A,deepseek_pro,72.0,75,65,68,3,68.0,-4.0,10,ok
deepseek_pro_b038_P1_r2,11,A,deepseek_pro,68.0,75,65,68,3,68.0,0.0,10,ok
gpt_b004_P1_r1,11,A,gpt,65.0,75,65,68,3,68.0,3.0,10,ok
gpt_b004_P3_r1,11,A,gpt,68.0,68,78,75,3,75.0,7.0,10,ok
gpt_b021_P3_r2,11,A,gpt,68.0,75,65,68,3,68.0,0.0,10,ok
gpt_b026_P1_r1,11,A,gpt,65.0,68,65,68,3,68.0,3.0,3,ok
gpt_b028_P2_r1,11,A,gpt,65.0,65,68,65,3,65.0,0.0,3,ok
gpt_b031_P1_r1,11,A,gpt,65.0,65,68,65,3,65.0,0.0,3,ok
gpt_b040_P2_r1,11,A,gpt,68.0,68,65,68,3,68.0,0.0,3,ok
human_hard_rusltc_0001,11,H,,68.0,75,68,68,3,68.0,0.0,7,ok
human_hard_rusltc_0002,11,H,,68.0,75,65,68,3,68.0,0.0,10,ok
human_hard_rusltc_0003,11,H,,75.0,75,75,78,3,75.0,0.0,3,ok
human_hard_rusltc_0055,11,H,,68.0,68,75,75,3,75.0,7.0,7,ok
human_hard_rusltc_0068,11,H,,75.0,75,75,75,3,75.0,0.0,0,ok
human_hard_rusltc_0073,11,H,,65.0,75,68,65,3,68.0,3.0,10,ok
human_news_buriy_2014_0027,11,H,,75.0,85,75,78,3,78.0,3.0,10,ok
human_news_buriy_2014_0034,11,H,,68.0,75,68,65,3,68.0,0.0,10,ok
human_news_gazeta_0031,11,H,,68.0,68,72,75,3,72.0,4.0,7,ok
human_news_gazeta_0040,11,H,,68.0,68,75,75,3,75.0,7.0,7,ok
human_news_lenta_0001,11,H,,68.0,68,75,75,3,75.0,7.0,7,ok
human_news_lenta_0016,11,H,,68.0,78,78,75,3,78.0,10.0,3,ok
human_prose_taiga_arzamas_0050,11,H,,65.0,68,65,75,3,68.0,3.0,10,ok
human_prose_taiga_arzamas_0051,11,H,,65.0,75,65,68,3,68.0,3.0,10,ok
human_prose_taiga_magazines_0048,11,H,,68.0,75,75,72,3,75.0,7.0,3,ok
human_prose_taiga_magazines_0053,11,H,,68.0,68,78,75,3,75.0,7.0,10,ok
human_prose_taiga_proza_0034,11,H,,68.0,75,78,75,3,75.0,7.0,3,ok
human_prose_taiga_proza_0056,11,H,,75.0,68,75,75,3,75.0,0.0,7,ok
human_science_cyberleninka_0026,11,H,,65.0,68,75,75,3,75.0,10.0,7,ok
human_science_cyberleninka_0031,11,H,,72.0,75,78,75,3,75.0,3.0,3,ok
human_science_cyberleninka_0032,11,H,,68.0,68,75,75,3,75.0,7.0,7,ok
human_science_cyberleninka_0053,11,H,,75.0,65,68,75,3,68.0,-7.0,10,ok
human_science_spbgu_0024,11,H,,65.0,75,68,65,3,68.0,3.0,10,ok
human_science_urfu_0028,11,H,,75.0,75,75,78,3,75.0,0.0,3,ok
human_seo_alaev_0004,11,H,,75.0,75,78,75,3,75.0,0.0,3,ok
human_seo_convertmonster_0001,11,H,,68.0,75,75,75,3,75.0,7.0,0,ok
human_seo_devaka_ru_0004,11,H,,68.0,68,72,75,3,72.0,4.0,7,ok
human_seo_drmax_0002,11,H,,68.0,68,78,75,3,75.0,7.0,10,ok
human_seo_drmax_su_0001,11,H,,75.0,75,75,78,3,75.0,0.0,3,ok
human_seo_labrika_0002,11,H,,75.0,75,75,78,3,75.0,0.0,3,ok
nemotron_b012_P1_r1,11,A,nemotron,55.0,65,68,65,3,65.0,10.0,3,ok
nemotron_b015_P3_r2,11,A,nemotron,65.0,75,65,68,3,68.0,3.0,10,ok
nemotron_b016_P1_r1,11,A,nemotron,68.0,75,65,68,3,68.0,0.0,10,ok
nemotron_b022_P3_r2,11,A,nemotron,68.0,75,65,68,3,68.0,0.0,10,ok
nemotron_b028_P1_r2,11,A,nemotron,65.0,68,68,65,3,68.0,3.0,3,ok
nemotron_b033_P2_r2,11,A,nemotron,68.0,68,72,75,3,72.0,4.0,7,ok
nemotron_b038_P1_r2,11,A,nemotron,65.0,68,65,68,3,68.0,3.0,3,ok
real_claude_b015_P2_r1,11,A,real_claude,68.0,75,65,68,3,68.0,0.0,10,ok
real_claude_b018_P3_r2,11,A,real_claude,65.0,65,65,65,3,65.0,0.0,0,ok
real_claude_b024_P1_r2,11,A,real_claude,68.0,68,65,68,3,68.0,0.0,3,ok
real_claude_b025_P2_r1,11,A,real_claude,65.0,68,65,65,3,65.0,0.0,3,ok
real_claude_b034_P2_r2,11,A,real_claude,65.0,65,65,68,3,65.0,0.0,3,ok
real_claude_b040_P3_r2,11,A,real_claude,65.0,68,65,68,3,68.0,3.0,3,ok
real_claude_b042_P3_r2,11,A,real_claude,65.0,65,65,65,3,65.0,0.0,0,ok
real_claude_b045_P3_r1,11,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b002_P3_r1,13,A,deepseek_pro,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b004_P2_r1,13,A,deepseek_pro,68.0,68,65,68,3,68.0,0.0,3,ok
deepseek_pro_b007_P3_r2,13,A,deepseek_pro,68.0,68,65,68,3,68.0,0.0,3,ok
deepseek_pro_b009_P1_r1,13,A,deepseek_pro,65.0,65,65,65,3,65.0,0.0,0,ok
deepseek_pro_b009_P2_r2,13,A,deepseek_pro,65.0,68,65,68,3,68.0,3.0,3,ok
deepseek_pro_b021_P2_r2,13,A,deepseek_pro,65.0,55,65,65,3,65.0,0.0,10,ok
deepseek_pro_b037_P2_r2,13,A,deepseek_pro,72.0,75,68,68,3,68.0,-4.0,7,ok
deepseek_pro_b038_P1_r2,13,A,deepseek_pro,68.0,68,65,68,3,68.0,0.0,3,ok
gpt_b004_P1_r1,13,A,gpt,65.0,65,68,65,3,65.0,0.0,3,ok
gpt_b004_P3_r1,13,A,gpt,68.0,68,65,68,3,68.0,0.0,3,ok
gpt_b021_P3_r2,13,A,gpt,68.0,68,65,68,3,68.0,0.0,3,ok
gpt_b026_P1_r1,13,A,gpt,65.0,65,68,65,3,65.0,0.0,3,ok
gpt_b028_P2_r1,13,A,gpt,65.0,68,65,68,3,68.0,3.0,3,ok
gpt_b031_P1_r1,13,A,gpt,65.0,65,65,65,3,65.0,0.0,0,ok
gpt_b040_P2_r1,13,A,gpt,68.0,68,68,65,3,68.0,0.0,3,ok
human_hard_rusltc_0001,13,H,,68.0,68,68,68,3,68.0,0.0,0,ok
human_hard_rusltc_0002,13,H,,68.0,68,68,68,3,68.0,0.0,0,ok
human_hard_rusltc_0003,13,H,,75.0,75,75,72,3,75.0,0.0,3,ok
human_hard_rusltc_0055,13,H,,68.0,68,65,68,3,68.0,0.0,3,ok
human_hard_rusltc_0068,13,H,,75.0,75,75,75,3,75.0,0.0,0,ok
human_hard_rusltc_0073,13,H,,65.0,65,68,65,3,65.0,0.0,3,ok
human_news_buriy_2014_0027,13,H,,75.0,75,75,78,3,75.0,0.0,3,ok
human_news_buriy_2014_0034,13,H,,68.0,65,68,65,3,65.0,-3.0,3,ok
human_news_gazeta_0031,13,H,,68.0,68,65,68,3,68.0,0.0,3,ok
human_news_gazeta_0040,13,H,,68.0,75,68,68,3,68.0,0.0,7,ok
human_news_lenta_0001,13,H,,68.0,75,65,68,3,68.0,0.0,10,ok
human_news_lenta_0016,13,H,,68.0,75,65,68,3,68.0,0.0,10,ok
human_prose_taiga_arzamas_0050,13,H,,65.0,65,68,65,3,65.0,0.0,3,ok
human_prose_taiga_arzamas_0051,13,H,,65.0,65,68,65,3,65.0,0.0,3,ok
human_prose_taiga_magazines_0048,13,H,,68.0,68,68,65,3,68.0,0.0,3,ok
human_prose_taiga_magazines_0053,13,H,,68.0,68,72,75,3,72.0,4.0,7,ok
human_prose_taiga_proza_0034,13,H,,68.0,75,68,68,3,68.0,0.0,7,ok
human_prose_taiga_proza_0056,13,H,,75.0,75,75,75,3,75.0,0.0,0,ok
human_science_cyberleninka_0026,13,H,,65.0,72,68,65,3,68.0,3.0,7,ok
human_science_cyberleninka_0031,13,H,,72.0,75,65,68,3,68.0,-4.0,10,ok
human_science_cyberleninka_0032,13,H,,68.0,75,68,68,3,68.0,0.0,7,ok
human_science_cyberleninka_0053,13,H,,75.0,68,72,75,3,72.0,-3.0,7,ok
human_science_spbgu_0024,13,H,,65.0,65,65,68,3,65.0,0.0,3,ok
human_science_urfu_0028,13,H,,75.0,75,78,75,3,75.0,0.0,3,ok
human_seo_alaev_0004,13,H,,75.0,68,75,75,3,75.0,0.0,7,ok
human_seo_convertmonster_0001,13,H,,68.0,68,75,68,3,68.0,0.0,7,ok
human_seo_devaka_ru_0004,13,H,,68.0,75,65,68,3,68.0,0.0,10,ok
human_seo_drmax_0002,13,H,,68.0,75,65,68,3,68.0,0.0,10,ok
human_seo_drmax_su_0001,13,H,,75.0,68,75,75,3,75.0,0.0,7,ok
human_seo_labrika_0002,13,H,,75.0,68,75,75,3,75.0,0.0,7,ok
nemotron_b012_P1_r1,13,A,nemotron,55.0,55,55,65,3,55.0,0.0,10,ok
nemotron_b015_P3_r2,13,A,nemotron,65.0,65,65,65,3,65.0,0.0,0,ok
nemotron_b016_P1_r1,13,A,nemotron,68.0,65,68,65,3,65.0,-3.0,3,ok
nemotron_b022_P3_r2,13,A,nemotron,68.0,65,68,65,3,65.0,-3.0,3,ok
nemotron_b028_P1_r2,13,A,nemotron,65.0,65,65,65,3,65.0,0.0,0,ok
nemotron_b033_P2_r2,13,A,nemotron,68.0,72,68,68,3,68.0,0.0,4,ok
nemotron_b038_P1_r2,13,A,nemotron,65.0,65,68,65,3,65.0,0.0,3,ok
real_claude_b015_P2_r1,13,A,real_claude,68.0,68,65,68,3,68.0,0.0,3,ok
real_claude_b018_P3_r2,13,A,real_claude,65.0,75,65,68,3,68.0,3.0,10,ok
real_claude_b024_P1_r2,13,A,real_claude,68.0,68,65,68,3,68.0,0.0,3,ok
real_claude_b025_P2_r1,13,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
real_claude_b034_P2_r2,13,A,real_claude,65.0,68,65,68,3,68.0,3.0,3,ok
real_claude_b040_P3_r2,13,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
real_claude_b042_P3_r2,13,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
real_claude_b045_P3_r1,13,A,real_claude,65.0,75,65,68,3,68.0,3.0,10,ok
deepseek_pro_b002_P3_r1,15,A,deepseek_pro,65.0,65,65,65,3,65.0,0.0,0,ok
deepseek_pro_b004_P2_r1,15,A,deepseek_pro,68.0,68,65,68,3,68.0,0.0,3,ok
deepseek_pro_b007_P3_r2,15,A,deepseek_pro,68.0,72,65,68,3,68.0,0.0,7,ok
deepseek_pro_b009_P1_r1,15,A,deepseek_pro,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b009_P2_r2,15,A,deepseek_pro,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b021_P2_r2,15,A,deepseek_pro,65.0,55,65,65,3,65.0,0.0,10,applied_no_change
deepseek_pro_b037_P2_r2,15,A,deepseek_pro,72.0,75,68,68,3,68.0,-4.0,7,ok
deepseek_pro_b038_P1_r2,15,A,deepseek_pro,68.0,68,65,68,3,68.0,0.0,3,ok
gpt_b004_P1_r1,15,A,gpt,65.0,65,65,65,3,65.0,0.0,0,ok
gpt_b004_P3_r1,15,A,gpt,68.0,68,65,68,3,68.0,0.0,3,ok
gpt_b021_P3_r2,15,A,gpt,68.0,68,68,68,3,68.0,0.0,0,ok
gpt_b026_P1_r1,15,A,gpt,65.0,55,45,65,3,55.0,-10.0,20,ok
gpt_b028_P2_r1,15,A,gpt,65.0,65,68,65,3,65.0,0.0,3,ok
gpt_b031_P1_r1,15,A,gpt,65.0,65,65,65,3,65.0,0.0,0,ok
gpt_b040_P2_r1,15,A,gpt,68.0,68,65,68,3,68.0,0.0,3,ok
human_hard_rusltc_0001,15,H,,68.0,75,68,68,3,68.0,0.0,7,ok
human_hard_rusltc_0002,15,H,,68.0,65,68,65,3,65.0,-3.0,3,ok
human_hard_rusltc_0003,15,H,,75.0,68,75,75,3,75.0,0.0,7,ok
human_hard_rusltc_0055,15,H,,68.0,68,65,68,3,68.0,0.0,3,ok
human_hard_rusltc_0068,15,H,,75.0,68,75,75,3,75.0,0.0,7,ok
human_hard_rusltc_0073,15,H,,65.0,65,68,65,3,65.0,0.0,3,ok
human_news_buriy_2014_0027,15,H,,75.0,75,75,75,3,75.0,0.0,0,ok
human_news_buriy_2014_0034,15,H,,68.0,68,65,68,3,68.0,0.0,3,ok
human_news_gazeta_0031,15,H,,68.0,68,65,68,3,68.0,0.0,3,ok
human_news_gazeta_0040,15,H,,68.0,75,68,68,3,68.0,0.0,7,ok
human_news_lenta_0001,15,H,,68.0,75,65,68,3,68.0,0.0,10,ok
human_news_lenta_0016,15,H,,68.0,65,68,65,3,65.0,-3.0,3,ok
human_prose_taiga_arzamas_0050,15,H,,65.0,65,68,65,3,65.0,0.0,3,ok
human_prose_taiga_arzamas_0051,15,H,,65.0,65,68,65,3,65.0,0.0,3,ok
human_prose_taiga_magazines_0048,15,H,,68.0,72,65,68,3,68.0,0.0,7,ok
human_prose_taiga_magazines_0053,15,H,,68.0,75,68,68,3,68.0,0.0,7,ok
human_prose_taiga_proza_0034,15,H,,68.0,68,65,68,3,68.0,0.0,3,ok
human_prose_taiga_proza_0056,15,H,,75.0,68,75,75,3,75.0,0.0,7,ok
human_science_cyberleninka_0026,15,H,,65.0,75,65,68,3,68.0,3.0,10,ok
human_science_cyberleninka_0031,15,H,,72.0,68,75,75,3,75.0,3.0,7,ok
human_science_cyberleninka_0032,15,H,,68.0,75,65,68,3,68.0,0.0,10,ok
human_science_cyberleninka_0053,15,H,,75.0,68,65,75,3,68.0,-7.0,10,ok
human_science_spbgu_0024,15,H,,65.0,65,65,68,3,65.0,0.0,3,ok
human_science_urfu_0028,15,H,,75.0,78,78,75,3,78.0,3.0,3,ok
human_seo_alaev_0004,15,H,,75.0,68,75,75,3,75.0,0.0,7,ok
human_seo_convertmonster_0001,15,H,,68.0,75,65,68,3,68.0,0.0,10,applied_no_change
human_seo_devaka_ru_0004,15,H,,68.0,68,65,68,3,68.0,0.0,3,ok
human_seo_drmax_0002,15,H,,68.0,75,68,65,3,68.0,0.0,10,ok
human_seo_drmax_su_0001,15,H,,75.0,68,75,75,3,75.0,0.0,7,ok
human_seo_labrika_0002,15,H,,75.0,68,75,75,3,75.0,0.0,7,ok
nemotron_b012_P1_r1,15,A,nemotron,55.0,55,55,65,3,55.0,0.0,10,ok
nemotron_b015_P3_r2,15,A,nemotron,65.0,65,68,65,3,65.0,0.0,3,ok
nemotron_b016_P1_r1,15,A,nemotron,68.0,65,68,65,3,65.0,-3.0,3,ok
nemotron_b022_P3_r2,15,A,nemotron,68.0,65,68,65,3,65.0,-3.0,3,ok
nemotron_b028_P1_r2,15,A,nemotron,65.0,65,68,65,3,65.0,0.0,3,ok
nemotron_b033_P2_r2,15,A,nemotron,68.0,68,65,68,3,68.0,0.0,3,applied_no_change
nemotron_b038_P1_r2,15,A,nemotron,65.0,65,68,65,3,65.0,0.0,3,ok
real_claude_b015_P2_r1,15,A,real_claude,68.0,68,65,68,3,68.0,0.0,3,ok
real_claude_b018_P3_r2,15,A,real_claude,65.0,68,65,68,3,68.0,3.0,3,ok
real_claude_b024_P1_r2,15,A,real_claude,68.0,75,68,65,3,68.0,0.0,10,ok
real_claude_b025_P2_r1,15,A,real_claude,65.0,58,65,65,3,65.0,0.0,7,ok
real_claude_b034_P2_r2,15,A,real_claude,65.0,65,65,68,3,65.0,0.0,3,ok
real_claude_b040_P3_r2,15,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
real_claude_b042_P3_r2,15,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
real_claude_b045_P3_r1,15,A,real_claude,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b002_P3_r1,16,A,deepseek_pro,65.0,65,65,65,3,65.0,0.0,0,applied_no_change
deepseek_pro_b004_P2_r1,16,A,deepseek_pro,68.0,65,65,65,3,65.0,-3.0,0,ok
deepseek_pro_b007_P3_r2,16,A,deepseek_pro,68.0,65,68,65,3,65.0,-3.0,3,ok
deepseek_pro_b009_P1_r1,16,A,deepseek_pro,65.0,65,68,65,3,65.0,0.0,3,applied_no_change
deepseek_pro_b009_P2_r2,16,A,deepseek_pro,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b021_P2_r2,16,A,deepseek_pro,65.0,65,68,65,3,65.0,0.0,3,ok
deepseek_pro_b037_P2_r2,16,A,deepseek_pro,72.0,68,65,68,3,68.0,-4.0,3,ok
deepseek_pro_b038_P1_r2,16,A,deepseek_pro,68.0,68,65,68,3,68.0,0.0,3,ok
gpt_b004_P1_r1,16,A,gpt,65.0,65,68,65,3,65.0,0.0,3,applied_no_change
gpt_b004_P3_r1,16,A,gpt,68.0,68,65,68,3,68.0,0.0,3,applied_no_change
gpt_b021_P3_r2,16,A,gpt,68.0,72,68,68,3,68.0,0.0,4,applied_no_change
gpt_b026_P1_r1,16,A,gpt,65.0,55,68,65,3,65.0,0.0,13,applied_no_change
gpt_b028_P2_r1,16,A,gpt,65.0,65,65,65,3,65.0,0.0,0,ok
gpt_b031_P1_r1,16,A,gpt,65.0,65,65,65,3,65.0,0.0,0,applied_no_change
gpt_b040_P2_r1,16,A,gpt,68.0,65,65,65,3,65.0,-3.0,0,ok
human_hard_rusltc_0001,16,H,,68.0,68,68,68,3,68.0,0.0,0,applied_no_change
human_hard_rusltc_0002,16,H,,68.0,68,65,68,3,68.0,0.0,3,applied_no_change
human_hard_rusltc_0003,16,H,,75.0,68,75,75,3,75.0,0.0,7,applied_no_change
human_hard_rusltc_0055,16,H,,68.0,68,65,68,3,68.0,0.0,3,applied_no_change
human_hard_rusltc_0068,16,H,,75.0,68,75,75,3,75.0,0.0,7,applied_no_change
human_hard_rusltc_0073,16,H,,65.0,65,68,65,3,65.0,0.0,3,applied_no_change
human_news_buriy_2014_0027,16,H,,75.0,75,75,75,3,75.0,0.0,0,applied_no_change
human_news_buriy_2014_0034,16,H,,68.0,68,65,68,3,68.0,0.0,3,applied_no_change
human_news_gazeta_0031,16,H,,68.0,68,65,68,3,68.0,0.0,3,applied_no_change
human_news_gazeta_0040,16,H,,68.0,68,68,68,3,68.0,0.0,0,applied_no_change
human_news_lenta_0001,16,H,,68.0,68,65,68,3,68.0,0.0,3,applied_no_change
human_news_lenta_0016,16,H,,68.0,75,65,68,3,68.0,0.0,10,applied_no_change
human_prose_taiga_arzamas_0050,16,H,,65.0,65,68,65,3,65.0,0.0,3,applied_no_change
human_prose_taiga_arzamas_0051,16,H,,65.0,65,68,65,3,65.0,0.0,3,applied_no_change
human_prose_taiga_magazines_0048,16,H,,68.0,72,68,68,3,68.0,0.0,4,applied_no_change
human_prose_taiga_magazines_0053,16,H,,68.0,68,68,75,3,68.0,0.0,7,ok
human_prose_taiga_proza_0034,16,H,,68.0,68,65,68,3,68.0,0.0,3,applied_no_change
human_prose_taiga_proza_0056,16,H,,75.0,68,72,75,3,72.0,-3.0,7,ok
human_science_cyberleninka_0026,16,H,,65.0,65,68,65,3,65.0,0.0,3,applied_no_change
human_science_cyberleninka_0031,16,H,,72.0,68,72,75,3,72.0,0.0,7,ok
human_science_cyberleninka_0032,16,H,,68.0,75,65,68,3,68.0,0.0,10,applied_no_change
human_science_cyberleninka_0053,16,H,,75.0,72,65,68,3,68.0,-7.0,7,ok
human_science_spbgu_0024,16,H,,65.0,65,65,68,3,65.0,0.0,3,applied_no_change
human_science_urfu_0028,16,H,,75.0,65,78,75,3,75.0,0.0,13,ok
human_seo_alaev_0004,16,H,,75.0,68,75,75,3,75.0,0.0,7,applied_no_change
human_seo_convertmonster_0001,16,H,,68.0,75,65,68,3,68.0,0.0,10,applied_no_change
human_seo_devaka_ru_0004,16,H,,68.0,68,65,68,3,68.0,0.0,3,applied_no_change
human_seo_drmax_0002,16,H,,68.0,75,68,65,3,68.0,0.0,10,applied_no_change
human_seo_drmax_su_0001,16,H,,75.0,75,75,78,3,75.0,0.0,3,ok
