document_id,origin_class,generation_channel,score_seed1,score_seed2,score_seed3,n_valid,median,range,status
gpt_b010_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b010_P2_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b010_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b010_P3_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b011_P1_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b011_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b011_P2_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b011_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b011_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b011_P3_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b012_P1_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b012_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b012_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b012_P2_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b012_P3_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b012_P3_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b013_P1_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b013_P1_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b013_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b013_P2_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b013_P3_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b013_P3_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b014_P1_r1,A,gpt,58,65,65,3,65.0,7,ok
gpt_b014_P1_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b014_P2_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b014_P2_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b014_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b014_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b015_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b015_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b015_P2_r1,A,gpt,68,68,68,3,68.0,0,ok
gpt_b015_P2_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b015_P3_r1,A,gpt,55,65,65,3,65.0,10,ok
gpt_b015_P3_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b016_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b016_P1_r2,A,gpt,68,68,68,3,68.0,0,ok
gpt_b016_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b016_P2_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b016_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b016_P3_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b017_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b017_P1_r2,A,gpt,55,68,65,3,65.0,13,ok
gpt_b017_P2_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b017_P2_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b017_P3_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b017_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b018_P1_r1,A,gpt,55,65,65,3,65.0,10,ok
gpt_b018_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b018_P2_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b018_P2_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b018_P3_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b018_P3_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b019_P1_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b019_P1_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b019_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b019_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b019_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b019_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b020_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b020_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b020_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b020_P2_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b020_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b020_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b021_P1_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b021_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b021_P2_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b021_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b021_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b021_P3_r2,A,gpt,72,68,68,3,68.0,4,ok
gpt_b022_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b022_P1_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b022_P2_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b022_P2_r2,A,gpt,55,65,65,3,65.0,10,ok
gpt_b022_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b022_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b023_P1_r1,A,gpt,55,65,65,3,65.0,10,ok
gpt_b023_P1_r2,A,gpt,45,65,65,3,65.0,20,ok
gpt_b023_P2_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b023_P2_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b023_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b023_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b024_P1_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b024_P1_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b024_P2_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b024_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b024_P3_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b024_P3_r2,A,gpt,65,65,68,3,65.0,3,ok
gpt_b025_P1_r1,A,gpt,58,65,65,3,65.0,7,ok
gpt_b025_P1_r2,A,gpt,55,65,65,3,65.0,10,ok
gpt_b025_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b025_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b025_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b025_P3_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b026_P1_r1,A,gpt,55,68,65,3,65.0,13,ok
gpt_b026_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b026_P2_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b026_P2_r2,A,gpt,55,68,65,3,65.0,13,ok
gpt_b026_P3_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b026_P3_r2,A,gpt,45,65,65,3,65.0,20,ok
gpt_b027_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b027_P1_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b027_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b027_P2_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b027_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b027_P3_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b028_P1_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b028_P1_r2,A,gpt,55,65,65,3,65.0,10,ok
gpt_b028_P2_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b028_P2_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b028_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b028_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b029_P1_r1,A,gpt,55,65,65,3,65.0,10,ok
gpt_b029_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b029_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b029_P2_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b029_P3_r1,A,gpt,75,65,68,3,68.0,10,ok
gpt_b029_P3_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b030_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b030_P1_r2,A,gpt,58,68,65,3,65.0,10,ok
gpt_b030_P2_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b030_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b030_P3_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b030_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b031_P1_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b031_P1_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b031_P2_r1,A,gpt,55,65,65,3,65.0,10,ok
gpt_b031_P2_r2,A,gpt,55,65,65,3,65.0,10,ok
gpt_b031_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b031_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b032_P1_r1,A,gpt,45,65,65,3,65.0,20,ok
gpt_b032_P1_r2,A,gpt,45,65,65,3,65.0,20,ok
gpt_b032_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b032_P2_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b032_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b032_P3_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b033_P1_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b033_P1_r2,A,gpt,45,68,65,3,65.0,23,ok
gpt_b033_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b033_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b033_P3_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b033_P3_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b034_P1_r1,A,gpt,75,65,68,3,68.0,10,ok
gpt_b034_P1_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b034_P2_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b034_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b034_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b034_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b035_P1_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b035_P1_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b035_P2_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b035_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b035_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b035_P3_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b036_P1_r1,A,gpt,25,35,35,3,35.0,10,ok
gpt_b036_P1_r2,A,gpt,45,65,65,3,65.0,20,ok
gpt_b036_P2_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b036_P2_r2,A,gpt,55,65,65,3,65.0,10,ok
gpt_b036_P3_r1,A,gpt,45,25,25,3,25.0,20,ok
gpt_b036_P3_r2,A,gpt,45,65,65,3,65.0,20,ok
gpt_b037_P1_r1,A,gpt,55,65,65,3,65.0,10,ok
gpt_b037_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b037_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b037_P2_r2,A,gpt,68,68,68,3,68.0,0,ok
gpt_b037_P3_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b037_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b038_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b038_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b038_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b038_P2_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b038_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b038_P3_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b039_P1_r1,A,gpt,65,65,68,3,65.0,3,ok
gpt_b039_P1_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b039_P2_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b039_P2_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b039_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b039_P3_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b040_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b040_P1_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b040_P2_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b040_P2_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b040_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b040_P3_r2,A,gpt,45,65,65,3,65.0,20,ok
gpt_b041_P1_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b041_P1_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b041_P2_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b041_P2_r2,A,gpt,75,68,68,3,68.0,7,ok
gpt_b041_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b041_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b042_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b042_P1_r2,A,gpt,55,45,65,3,55.0,20,ok
gpt_b042_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b042_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b042_P3_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b042_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b043_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b043_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b043_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b043_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b043_P3_r1,A,gpt,65,65,65,3,65.0,0,ok
gpt_b043_P3_r2,A,gpt,65,65,65,3,65.0,0,ok
gpt_b044_P1_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b044_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b044_P2_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b044_P2_r2,A,gpt,68,65,68,3,68.0,3,ok
gpt_b044_P3_r1,A,gpt,65,68,65,3,65.0,3,ok
gpt_b044_P3_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b045_P1_r1,A,gpt,55,65,65,3,65.0,10,ok
gpt_b045_P1_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b045_P2_r1,A,gpt,68,68,68,3,68.0,0,ok
gpt_b045_P2_r2,A,gpt,65,68,65,3,65.0,3,ok
gpt_b045_P3_r1,A,gpt,68,65,68,3,68.0,3,ok
gpt_b045_P3_r2,A,gpt,65,65,68,3,65.0,3,ok
human_hard_rusltc_0001,H,,68,68,68,3,68.0,0,ok
human_hard_rusltc_0002,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0003,H,,68,75,75,3,75.0,7,ok
human_hard_rusltc_0004,H,,75,75,75,3,75.0,0,ok
human_hard_rusltc_0005,H,,75,75,78,3,75.0,3,ok
human_hard_rusltc_0006,H,,75,78,75,3,75.0,3,ok
human_hard_rusltc_0007,H,,68,78,75,3,75.0,10,ok
human_hard_rusltc_0008,H,,75,75,78,3,75.0,3,ok
human_hard_rusltc_0009,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0010,H,,55,65,65,3,65.0,10,ok
human_hard_rusltc_0011,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0012,H,,75,68,68,3,68.0,7,ok
human_hard_rusltc_0013,H,,75,72,68,3,72.0,7,ok
human_hard_rusltc_0014,H,,68,68,68,3,68.0,0,ok
human_hard_rusltc_0015,H,,75,78,75,3,75.0,3,ok
human_hard_rusltc_0016,H,,68,68,65,3,68.0,3,ok
human_hard_rusltc_0017,H,,68,75,75,3,75.0,7,ok
human_hard_rusltc_0018,H,,75,68,68,3,68.0,7,ok
human_hard_rusltc_0019,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0020,H,,75,75,75,3,75.0,0,ok
human_hard_rusltc_0021,H,,75,68,68,3,68.0,7,ok
human_hard_rusltc_0022,H,,65,65,65,3,65.0,0,ok
human_hard_rusltc_0023,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0024,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0025,H,,75,75,78,3,75.0,3,ok
human_hard_rusltc_0026,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0027,H,,65,68,65,3,65.0,3,ok
human_hard_rusltc_0028,H,,75,68,68,3,68.0,7,ok
human_hard_rusltc_0029,H,,68,75,75,3,75.0,7,ok
human_hard_rusltc_0030,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0031,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0032,H,,55,65,65,3,65.0,10,ok
human_hard_rusltc_0033,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0034,H,,75,68,68,3,68.0,7,ok
human_hard_rusltc_0035,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0036,H,,68,68,68,3,68.0,0,ok
human_hard_rusltc_0037,H,,75,68,68,3,68.0,7,ok
human_hard_rusltc_0038,H,,75,68,68,3,68.0,7,ok
human_hard_rusltc_0039,H,,68,75,75,3,75.0,7,ok
human_hard_rusltc_0040,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0041,H,,65,68,65,3,65.0,3,ok
human_hard_rusltc_0042,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0043,H,,75,68,68,3,68.0,7,ok
human_hard_rusltc_0044,H,,68,72,75,3,72.0,7,ok
human_hard_rusltc_0045,H,,65,68,65,3,65.0,3,ok
human_hard_rusltc_0046,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0047,H,,75,75,75,3,75.0,0,ok
human_hard_rusltc_0048,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0049,H,,68,75,75,3,75.0,7,ok
human_hard_rusltc_0050,H,,75,75,75,3,75.0,0,ok
human_hard_rusltc_0051,H,,68,75,75,3,75.0,7,ok
human_hard_rusltc_0052,H,,68,78,75,3,75.0,10,ok
human_hard_rusltc_0053,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0054,H,,68,75,75,3,75.0,7,ok
human_hard_rusltc_0055,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0056,H,,75,75,68,3,75.0,7,ok
human_hard_rusltc_0057,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0058,H,,55,65,65,3,65.0,10,ok
human_hard_rusltc_0059,H,,65,68,65,3,65.0,3,ok
human_hard_rusltc_0060,H,,75,68,68,3,68.0,7,ok
human_hard_rusltc_0061,H,,65,68,65,3,65.0,3,ok
human_hard_rusltc_0062,H,,75,68,68,3,68.0,7,ok
human_hard_rusltc_0063,H,,65,68,65,3,65.0,3,ok
human_hard_rusltc_0064,H,,68,65,68,3,68.0,3,ok
human_hard_rusltc_0065,H,,75,75,75,3,75.0,0,ok
human_hard_rusltc_0066,H,,72,65,68,3,68.0,7,ok
human_hard_rusltc_0067,H,,72,65,68,3,68.0,7,ok
human_hard_rusltc_0068,H,,68,75,75,3,75.0,7,ok
human_hard_rusltc_0069,H,,75,65,68,3,68.0,10,ok
human_hard_rusltc_0070,H,,75,65,68,3,68.0,10,ok
human_hard_rusltc_0071,H,,75,75,75,3,75.0,0,ok
human_hard_rusltc_0072,H,,48,68,65,3,65.0,20,ok
human_hard_rusltc_0073,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0001,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0002,H,,68,75,75,3,75.0,7,ok
human_news_buriy_2014_0003,H,,75,65,68,3,68.0,10,ok
human_news_buriy_2014_0004,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0005,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0006,H,,65,68,68,3,68.0,3,ok
human_news_buriy_2014_0007,H,,68,78,75,3,75.0,10,ok
human_news_buriy_2014_0008,H,,68,65,68,3,68.0,3,ok
human_news_buriy_2014_0009,H,,75,68,68,3,68.0,7,ok
human_news_buriy_2014_0010,H,,68,65,68,3,68.0,3,ok
human_news_buriy_2014_0011,H,,75,72,68,3,72.0,7,ok
human_news_buriy_2014_0012,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0013,H,,68,75,75,3,75.0,7,ok
human_news_buriy_2014_0014,H,,68,65,68,3,68.0,3,ok
human_news_buriy_2014_0015,H,,55,68,65,3,65.0,13,ok
human_news_buriy_2014_0016,H,,68,65,68,3,68.0,3,ok
human_news_buriy_2014_0017,H,,75,65,68,3,68.0,10,ok
human_news_buriy_2014_0018,H,,75,65,68,3,68.0,10,ok
human_news_buriy_2014_0019,H,,68,65,68,3,68.0,3,ok
human_news_buriy_2014_0020,H,,75,65,68,3,68.0,10,ok
human_news_buriy_2014_0021,H,,75,75,68,3,75.0,7,ok
human_news_buriy_2014_0022,H,,75,65,68,3,68.0,10,ok
human_news_buriy_2014_0023,H,,68,65,68,3,68.0,3,ok
human_news_buriy_2014_0024,H,,65,75,75,3,75.0,10,ok
human_news_buriy_2014_0025,H,,75,78,75,3,75.0,3,ok
human_news_buriy_2014_0026,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0027,H,,75,75,75,3,75.0,0,ok
human_news_buriy_2014_0028,H,,55,68,65,3,65.0,13,ok
human_news_buriy_2014_0029,H,,68,65,68,3,68.0,3,ok
human_news_buriy_2014_0030,H,,75,68,68,3,68.0,7,ok
human_news_buriy_2014_0031,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0032,H,,75,72,78,3,75.0,6,ok
human_news_buriy_2014_0033,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0034,H,,68,65,68,3,68.0,3,ok
human_news_buriy_2014_0035,H,,75,75,75,3,75.0,0,ok
human_news_buriy_2014_0036,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0037,H,,35,45,45,3,45.0,10,ok
human_news_buriy_2014_0038,H,,68,75,75,3,75.0,7,ok
human_news_buriy_2014_0039,H,,75,72,68,3,72.0,7,ok
human_news_buriy_2014_0040,H,,75,65,68,3,68.0,10,ok
human_news_buriy_2014_0041,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0042,H,,68,68,65,3,68.0,3,ok
human_news_buriy_2014_0043,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0044,H,,68,65,68,3,68.0,3,ok
human_news_buriy_2014_0045,H,,75,65,68,3,68.0,10,ok
human_news_buriy_2014_0046,H,,75,65,68,3,68.0,10,ok
human_news_buriy_2014_0047,H,,68,75,75,3,75.0,7,ok
human_news_buriy_2014_0048,H,,68,65,68,3,68.0,3,ok
human_news_buriy_2014_0049,H,,55,65,65,3,65.0,10,ok
human_news_buriy_2014_0050,H,,55,65,65,3,65.0,10,ok
human_news_buriy_2014_0051,H,,75,65,68,3,68.0,10,ok
human_news_buriy_2014_0052,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0053,H,,68,65,68,3,68.0,3,ok
human_news_buriy_2014_0054,H,,65,65,65,3,65.0,0,ok
human_news_buriy_2014_0055,H,,68,75,75,3,75.0,7,ok
human_news_buriy_2014_0056,H,,75,68,68,3,68.0,7,ok
human_news_buriy_2014_0057,H,,68,78,75,3,75.0,10,ok
human_news_buriy_2014_0058,H,,65,68,65,3,65.0,3,ok
human_news_buriy_2014_0059,H,,68,72,75,3,72.0,7,ok
human_news_buriy_2014_0060,H,,65,68,65,3,65.0,3,ok
human_news_gazeta_0001,H,,75,68,68,3,68.0,7,ok
human_news_gazeta_0002,H,,68,68,68,3,68.0,0,ok
human_news_gazeta_0003,H,,68,75,75,3,75.0,7,ok
human_news_gazeta_0004,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0005,H,,75,72,68,3,72.0,7,ok
human_news_gazeta_0006,H,,68,68,75,3,68.0,7,ok
human_news_gazeta_0007,H,,65,65,65,3,65.0,0,ok
human_news_gazeta_0008,H,,75,68,68,3,68.0,7,ok
human_news_gazeta_0009,H,,65,68,65,3,65.0,3,ok
human_news_gazeta_0010,H,,68,72,75,3,72.0,7,ok
human_news_gazeta_0011,H,,68,68,68,3,68.0,0,ok
human_news_gazeta_0012,H,,65,68,65,3,65.0,3,ok
human_news_gazeta_0013,H,,65,68,65,3,65.0,3,ok
human_news_gazeta_0014,H,,75,75,75,3,75.0,0,ok
human_news_gazeta_0015,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0016,H,,65,68,65,3,65.0,3,ok
human_news_gazeta_0017,H,,75,68,68,3,68.0,7,ok
human_news_gazeta_0018,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0019,H,,55,65,65,3,65.0,10,ok
human_news_gazeta_0020,H,,68,75,75,3,75.0,7,ok
human_news_gazeta_0021,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0022,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0023,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0024,H,,55,65,65,3,65.0,10,ok
human_news_gazeta_0025,H,,65,68,65,3,65.0,3,ok
human_news_gazeta_0026,H,,65,68,65,3,65.0,3,ok
human_news_gazeta_0027,H,,75,75,75,3,75.0,0,ok
human_news_gazeta_0028,H,,75,68,68,3,68.0,7,ok
human_news_gazeta_0029,H,,65,65,65,3,65.0,0,ok
human_news_gazeta_0030,H,,68,72,75,3,72.0,7,ok
human_news_gazeta_0031,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0032,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0033,H,,75,68,68,3,68.0,7,ok
human_news_gazeta_0034,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0035,H,,68,75,75,3,75.0,7,ok
human_news_gazeta_0036,H,,65,68,65,3,65.0,3,ok
human_news_gazeta_0037,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0038,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0039,H,,75,68,68,3,68.0,7,ok
human_news_gazeta_0040,H,,68,68,68,3,68.0,0,ok
human_news_gazeta_0041,H,,75,68,68,3,68.0,7,ok
human_news_gazeta_0042,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0043,H,,75,68,68,3,68.0,7,ok
human_news_gazeta_0044,H,,65,68,65,3,65.0,3,ok
human_news_gazeta_0045,H,,68,68,75,3,68.0,7,ok
human_news_gazeta_0046,H,,68,65,68,3,68.0,3,ok
human_news_gazeta_0047,H,,65,68,65,3,65.0,3,ok
human_news_gazeta_0048,H,,72,68,68,3,68.0,4,ok
human_news_gazeta_0049,H,,75,75,68,3,75.0,7,ok
human_news_gazeta_0050,H,,75,68,68,3,68.0,7,ok
human_news_gazeta_0051,H,,68,75,75,3,75.0,7,ok
human_news_gazeta_0052,H,,68,75,75,3,75.0,7,ok
human_news_gazeta_0053,H,,75,68,68,3,68.0,7,ok
human_news_gazeta_0054,H,,68,72,75,3,72.0,7,ok
human_news_gazeta_0055,H,,65,68,65,3,65.0,3,ok
human_news_gazeta_0056,H,,75,68,68,3,68.0,7,ok
