original_document_id,transformation_id,transformation,meaning_preserving,origin_class,genre,prompt_condition,generation_channel,index_baseline,index_transformed,delta,abs_delta,unstable,features_common,features_format,weight_common,weight_format,dropped_categories,m02_missing,applied_no_change
real_claude_b024_P1_r2,3,удаление заголовков,0,A,analytics,P1,real_claude,53.4420,44.5652,-8.8768,8.8768,1,18,4,0.5700,0.1200,,0,1
real_claude_b025_P2_r1,3,удаление заголовков,0,A,analytics,P2,real_claude,46.2560,33.2126,-13.0434,13.0434,1,18,4,0.5700,0.1200,,0,1
real_claude_b034_P2_r2,3,удаление заголовков,0,A,commercial,P2,real_claude,72.8865,62.0169,-10.8696,10.8696,1,18,4,0.5700,0.1200,,0,1
real_claude_b040_P3_r2,3,удаление заголовков,0,A,commercial,P3,real_claude,43.7198,38.6473,-5.0725,5.0725,1,18,4,0.5700,0.1200,,0,1
real_claude_b042_P3_r2,3,удаление заголовков,0,A,commercial,P3,real_claude,29.0459,24.6981,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1
real_claude_b045_P3_r1,3,удаление заголовков,0,A,commercial,P3,real_claude,53.5024,49.1546,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1
deepseek_pro_b002_P3_r1,4,перестановка абзацев,1,A,seo,P3,deepseek_pro,39.0097,49.8792,10.8695,10.8695,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b004_P2_r1,4,перестановка абзацев,1,A,seo,P2,deepseek_pro,63.7681,52.6570,-11.1111,11.1111,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b007_P3_r2,4,перестановка абзацев,1,A,seo,P3,deepseek_pro,47.5845,46.1353,-1.4492,1.4492,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P1_r1,4,перестановка абзацев,1,A,seo,P1,deepseek_pro,49.1546,44.8068,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P2_r2,4,перестановка абзацев,1,A,seo,P2,deepseek_pro,53.0797,45.2899,-7.7898,7.7898,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b021_P2_r2,4,перестановка абзацев,1,A,analytics,P2,deepseek_pro,59.8430,47.5242,-12.3188,12.3188,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b037_P2_r2,4,перестановка абзацев,1,A,commercial,P2,deepseek_pro,61.2923,52.5966,-8.6957,8.6957,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b038_P1_r2,4,перестановка абзацев,1,A,commercial,P1,deepseek_pro,43.0556,40.8816,-2.1740,2.1740,0,18,4,0.5700,0.1200,,0,0
gpt_b004_P1_r1,4,перестановка абзацев,1,A,seo,P1,gpt,41.5459,41.5459,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
gpt_b004_P3_r1,4,перестановка абзацев,1,A,seo,P3,gpt,35.0242,37.9227,2.8985,2.8985,0,18,4,0.5700,0.1200,,0,0
gpt_b021_P3_r2,4,перестановка абзацев,1,A,analytics,P3,gpt,52.4155,52.4155,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
gpt_b026_P1_r1,4,перестановка абзацев,1,A,analytics,P1,gpt,61.1715,54.6498,-6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0
gpt_b028_P2_r1,4,перестановка абзацев,1,A,analytics,P2,gpt,43.7802,47.4034,3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0
gpt_b031_P1_r1,4,перестановка абзацев,1,A,commercial,P1,gpt,29.7705,37.7415,7.9710,7.9710,1,18,4,0.5700,0.1200,,0,0
gpt_b040_P2_r1,4,перестановка абзацев,1,A,commercial,P2,gpt,60.1449,51.9928,-8.1521,8.1521,1,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0001,4,перестановка абзацев,1,H,translation,,,45.2899,43.5990,-1.6909,1.6909,0,18,4,0.5700,0.1200,,0,1
human_hard_rusltc_0002,4,перестановка абзацев,1,H,translation,,,46.7391,46.7391,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_hard_rusltc_0003,4,перестановка абзацев,1,H,translation,,,51.2681,51.2681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_hard_rusltc_0055,4,перестановка абзацев,1,H,translation,,,40.5797,40.5797,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_hard_rusltc_0068,4,перестановка абзацев,1,H,translation,,,17.3913,17.3913,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1
human_hard_rusltc_0073,4,перестановка абзацев,1,H,translation,,,54.8309,54.8309,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1
human_news_buriy_2014_0027,4,перестановка абзацев,1,H,news,,,29.3478,29.3478,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_news_buriy_2014_0034,4,перестановка абзацев,1,H,news,,,47.2222,47.2222,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_news_gazeta_0031,4,перестановка абзацев,1,H,news,,,36.3527,36.3527,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1
human_news_gazeta_0040,4,перестановка абзацев,1,H,news,,,29.1063,28.0193,-1.0870,1.0870,0,17,4,0.5700,0.1200,,1,1
human_news_lenta_0001,4,перестановка абзацев,1,H,news,,,49.2150,49.2150,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1
human_news_lenta_0016,4,перестановка абзацев,1,H,news,,,61.2319,61.2319,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1
human_prose_taiga_arzamas_0050,4,перестановка абзацев,1,H,prose,,,26.2077,32.0048,5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0
human_prose_taiga_arzamas_0051,4,перестановка абзацев,1,H,prose,,,39.0097,39.0097,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_prose_taiga_magazines_0048,4,перестановка абзацев,1,H,prose,,,55.1329,55.1329,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_magazines_0053,4,перестановка абзацев,1,H,prose,,,17.2101,17.2101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_proza_0034,4,перестановка абзацев,1,H,prose,,,34.0580,39.8551,5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0
human_prose_taiga_proza_0056,4,перестановка абзацев,1,H,prose,,,37.0169,32.6691,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1
human_science_cyberleninka_0026,4,перестановка абзацев,1,H,science,,,35.0845,41.6063,6.5218,6.5218,1,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0031,4,перестановка абзацев,1,H,science,,,41.1836,45.4106,4.2270,4.2270,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0032,4,перестановка абзацев,1,H,science,,,37.5604,44.0821,6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0053,4,перестановка абзацев,1,H,science,,,46.7995,51.3889,4.5894,4.5894,0,18,4,0.5700,0.1200,,0,0
human_science_spbgu_0024,4,перестановка абзацев,1,H,science,,,51.9324,53.6232,1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0
human_science_urfu_0028,4,перестановка абзацев,1,H,science,,,41.7874,37.4396,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1
human_seo_alaev_0004,4,перестановка абзацев,1,H,seo,,,37.8623,35.6884,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
human_seo_convertmonster_0001,4,перестановка абзацев,1,H,seo,,,28.3816,29.8309,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0
human_seo_devaka_ru_0004,4,перестановка абзацев,1,H,seo,,,36.9565,48.5507,11.5942,11.5942,1,18,4,0.5700,0.1200,,0,0
human_seo_drmax_0002,4,перестановка абзацев,1,H,seo,,,38.1039,45.3502,7.2463,7.2463,1,18,4,0.5700,0.1200,,0,0
human_seo_drmax_su_0001,4,перестановка абзацев,1,H,seo,,,29.7101,33.3333,3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0
human_seo_labrika_0002,4,перестановка абзацев,1,H,seo,,,26.1473,47.8865,21.7392,21.7392,1,18,4,0.5700,0.1200,,0,0
nemotron_b012_P1_r1,4,перестановка абзацев,1,A,seo,P1,nemotron,53.3213,40.2778,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,0
nemotron_b015_P3_r2,4,перестановка абзацев,1,A,seo,P3,nemotron,61.7754,56.7029,-5.0725,5.0725,1,18,4,0.5700,0.1200,,0,0
nemotron_b016_P1_r1,4,перестановка абзацев,1,A,analytics,P1,nemotron,52.5362,40.2174,-12.3188,12.3188,1,18,4,0.5700,0.1200,,0,0
nemotron_b022_P3_r2,4,перестановка абзацев,1,A,analytics,P3,nemotron,38.8889,35.9903,-2.8986,2.8986,0,18,4,0.5700,0.1200,,0,0
nemotron_b028_P1_r2,4,перестановка абзацев,1,A,analytics,P1,nemotron,65.2778,50.7850,-14.4928,14.4928,1,18,4,0.5700,0.1200,,0,0
nemotron_b033_P2_r2,4,перестановка абзацев,1,A,commercial,P2,nemotron,60.1449,50.0000,-10.1449,10.1449,1,18,4,0.5700,0.1200,,0,0
nemotron_b038_P1_r2,4,перестановка абзацев,1,A,commercial,P1,nemotron,55.1932,45.7729,-9.4203,9.4203,1,18,4,0.5700,0.1200,,0,0
real_claude_b015_P2_r1,4,перестановка абзацев,1,A,seo,P2,real_claude,58.5145,46.1957,-12.3188,12.3188,1,18,4,0.5700,0.1200,,0,0
real_claude_b018_P3_r2,4,перестановка абзацев,1,A,analytics,P3,real_claude,45.7126,50.7850,5.0724,5.0724,1,18,4,0.5700,0.1200,,0,0
real_claude_b024_P1_r2,4,перестановка абзацев,1,A,analytics,P1,real_claude,53.4420,43.2971,-10.1449,10.1449,1,18,4,0.5700,0.1200,,0,0
real_claude_b025_P2_r1,4,перестановка абзацев,1,A,analytics,P2,real_claude,46.2560,31.7633,-14.4927,14.4927,1,18,4,0.5700,0.1200,,0,0
real_claude_b034_P2_r2,4,перестановка абзацев,1,A,commercial,P2,real_claude,72.8865,58.3937,-14.4928,14.4928,1,18,4,0.5700,0.1200,,0,0
real_claude_b040_P3_r2,4,перестановка абзацев,1,A,commercial,P3,real_claude,43.7198,35.0242,-8.6956,8.6956,1,18,4,0.5700,0.1200,,0,0
real_claude_b042_P3_r2,4,перестановка абзацев,1,A,commercial,P3,real_claude,29.0459,30.4952,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0
real_claude_b045_P3_r1,4,перестановка абзацев,1,A,commercial,P3,real_claude,53.5024,52.0531,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b002_P3_r1,5,исправление пунктуации,1,A,seo,P3,deepseek_pro,39.0097,45.1691,6.1594,6.1594,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b004_P2_r1,5,исправление пунктуации,1,A,seo,P2,deepseek_pro,63.7681,51.2077,-12.5604,12.5604,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b007_P3_r2,5,исправление пунктуации,1,A,seo,P3,deepseek_pro,47.5845,41.0628,-6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P1_r1,5,исправление пунктуации,1,A,seo,P1,deepseek_pro,49.1546,45.7729,-3.3817,3.3817,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P2_r2,5,исправление пунктуации,1,A,seo,P2,deepseek_pro,53.0797,44.3841,-8.6956,8.6956,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b021_P2_r2,5,исправление пунктуации,1,A,analytics,P2,deepseek_pro,59.8430,48.9734,-10.8696,10.8696,1,18,4,0.5700,0.1200,,0,1
deepseek_pro_b037_P2_r2,5,исправление пунктуации,1,A,commercial,P2,deepseek_pro,61.2923,52.5966,-8.6957,8.6957,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b038_P1_r2,5,исправление пунктуации,1,A,commercial,P1,deepseek_pro,43.0556,38.7077,-4.3479,4.3479,0,18,4,0.5700,0.1200,,0,0
gpt_b004_P1_r1,5,исправление пунктуации,1,A,seo,P1,gpt,41.5459,41.5459,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
gpt_b004_P3_r1,5,исправление пунктуации,1,A,seo,P3,gpt,35.0242,35.0242,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
gpt_b021_P3_r2,5,исправление пунктуации,1,A,analytics,P3,gpt,52.4155,52.4155,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
gpt_b026_P1_r1,5,исправление пунктуации,1,A,analytics,P1,gpt,61.1715,58.9976,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
gpt_b028_P2_r1,5,исправление пунктуации,1,A,analytics,P2,gpt,43.7802,37.2585,-6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0
gpt_b031_P1_r1,5,исправление пунктуации,1,A,commercial,P1,gpt,29.7705,27.0531,-2.7174,2.7174,0,18,4,0.5700,0.1200,,0,0
gpt_b040_P2_r1,5,исправление пунктуации,1,A,commercial,P2,gpt,60.1449,53.6232,-6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0001,5,исправление пунктуации,1,H,translation,,,45.2899,47.4638,2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0002,5,исправление пунктуации,1,H,translation,,,46.7391,51.0870,4.3479,4.3479,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0003,5,исправление пунктуации,1,H,translation,,,51.2681,51.2681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0055,5,исправление пунктуации,1,H,translation,,,40.5797,40.5797,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1
human_hard_rusltc_0068,5,исправление пунктуации,1,H,translation,,,17.3913,17.3913,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0073,5,исправление пунктуации,1,H,translation,,,54.8309,57.4879,2.6570,2.6570,0,17,4,0.5700,0.1200,,1,0
human_news_buriy_2014_0027,5,исправление пунктуации,1,H,news,,,29.3478,29.3478,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_news_buriy_2014_0034,5,исправление пунктуации,1,H,news,,,47.2222,47.2222,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_news_gazeta_0031,5,исправление пунктуации,1,H,news,,,36.3527,35.1449,-1.2078,1.2078,0,17,4,0.5700,0.1200,,1,0
human_news_gazeta_0040,5,исправление пунктуации,1,H,news,,,29.1063,31.7633,2.6570,2.6570,0,17,4,0.5700,0.1200,,1,0
human_news_lenta_0001,5,исправление пунктуации,1,H,news,,,49.2150,49.2150,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0
human_news_lenta_0016,5,исправление пунктуации,1,H,news,,,61.2319,46.0145,-15.2174,15.2174,1,17,4,0.5700,0.1200,,1,0
human_prose_taiga_arzamas_0050,5,исправление пунктуации,1,H,prose,,,26.2077,26.2077,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_arzamas_0051,5,исправление пунктуации,1,H,prose,,,39.0097,39.0097,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_magazines_0048,5,исправление пунктуации,1,H,prose,,,55.1329,57.5483,2.4154,2.4154,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_magazines_0053,5,исправление пунктуации,1,H,prose,,,17.2101,17.2101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_proza_0034,5,исправление пунктуации,1,H,prose,,,34.0580,34.0580,-0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_proza_0056,5,исправление пунктуации,1,H,prose,,,37.0169,32.6691,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0026,5,исправление пунктуации,1,H,science,,,35.0845,36.1715,1.0870,1.0870,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0031,5,исправление пунктуации,1,H,science,,,41.1836,49.3961,8.2125,8.2125,1,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0032,5,исправление пунктуации,1,H,science,,,37.5604,33.1522,-4.4082,4.4082,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0053,5,исправление пунктуации,1,H,science,,,46.7995,43.9010,-2.8985,2.8985,0,18,4,0.5700,0.1200,,0,0
human_science_spbgu_0024,5,исправление пунктуации,1,H,science,,,51.9324,53.6232,1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0
human_science_urfu_0028,5,исправление пунктуации,1,H,science,,,41.7874,37.4396,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
human_seo_alaev_0004,5,исправление пунктуации,1,H,seo,,,37.8623,37.1377,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0
human_seo_convertmonster_0001,5,исправление пунктуации,1,H,seo,,,28.3816,27.6570,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0
human_seo_devaka_ru_0004,5,исправление пунктуации,1,H,seo,,,36.9565,35.2657,-1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0
human_seo_drmax_0002,5,исправление пунктуации,1,H,seo,,,38.1039,37.5604,-0.5435,0.5435,0,18,4,0.5700,0.1200,,0,0
human_seo_drmax_su_0001,5,исправление пунктуации,1,H,seo,,,29.7101,32.9710,3.2609,3.2609,0,18,4,0.5700,0.1200,,0,0
human_seo_labrika_0002,5,исправление пунктуации,1,H,seo,,,26.1473,30.4952,4.3479,4.3479,0,18,4,0.5700,0.1200,,0,0
nemotron_b012_P1_r1,5,исправление пунктуации,1,A,seo,P1,nemotron,53.3213,38.5870,-14.7343,14.7343,1,18,4,0.5700,0.1200,,0,0
nemotron_b015_P3_r2,5,исправление пунктуации,1,A,seo,P3,nemotron,61.7754,46.1957,-15.5797,15.5797,1,18,4,0.5700,0.1200,,0,0
nemotron_b016_P1_r1,5,исправление пунктуации,1,A,analytics,P1,nemotron,52.5362,43.8406,-8.6956,8.6956,1,18,4,0.5700,0.1200,,0,0
nemotron_b022_P3_r2,5,исправление пунктуации,1,A,analytics,P3,nemotron,38.8889,32.3671,-6.5218,6.5218,1,18,4,0.5700,0.1200,,0,0
nemotron_b028_P1_r2,5,исправление пунктуации,1,A,analytics,P1,nemotron,65.2778,52.2343,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,0
nemotron_b033_P2_r2,5,исправление пунктуации,1,A,commercial,P2,nemotron,60.1449,48.5507,-11.5942,11.5942,1,18,4,0.5700,0.1200,,0,0
nemotron_b038_P1_r2,5,исправление пунктуации,1,A,commercial,P1,nemotron,55.1932,42.1498,-13.0434,13.0434,1,18,4,0.5700,0.1200,,0,0
real_claude_b015_P2_r1,5,исправление пунктуации,1,A,seo,P2,real_claude,58.5145,45.4710,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,0
real_claude_b018_P3_r2,5,исправление пунктуации,1,A,analytics,P3,real_claude,45.7126,41.3647,-4.3479,4.3479,0,18,4,0.5700,0.1200,,0,0
real_claude_b024_P1_r2,5,исправление пунктуации,1,A,analytics,P1,real_claude,53.4420,41.1232,-12.3188,12.3188,1,18,4,0.5700,0.1200,,0,0
real_claude_b025_P2_r1,5,исправление пунктуации,1,A,analytics,P2,real_claude,46.2560,33.2126,-13.0434,13.0434,1,18,4,0.5700,0.1200,,0,0
real_claude_b034_P2_r2,5,исправление пунктуации,1,A,commercial,P2,real_claude,72.8865,60.5676,-12.3189,12.3189,1,18,4,0.5700,0.1200,,0,0
real_claude_b040_P3_r2,5,исправление пунктуации,1,A,commercial,P3,real_claude,43.7198,41.5459,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0
real_claude_b042_P3_r2,5,исправление пунктуации,1,A,commercial,P3,real_claude,29.0459,24.6981,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
real_claude_b045_P3_r1,5,исправление пунктуации,1,A,commercial,P3,real_claude,53.5024,49.1546,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b002_P3_r1,10,сокращение текста,0,A,seo,P3,deepseek_pro,39.0097,41.9082,2.8985,2.8985,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b004_P2_r1,10,сокращение текста,0,A,seo,P2,deepseek_pro,63.7681,53.5024,-10.2657,10.2657,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b007_P3_r2,10,сокращение текста,0,A,seo,P3,deepseek_pro,47.5845,34.9034,-12.6811,12.6811,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P1_r1,10,сокращение текста,0,A,seo,P1,deepseek_pro,49.1546,36.4130,-12.7416,12.7416,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b009_P2_r2,10,сокращение текста,0,A,seo,P2,deepseek_pro,53.0797,45.2295,-7.8502,7.8502,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b021_P2_r2,10,сокращение текста,0,A,analytics,P2,deepseek_pro,59.8430,39.5531,-20.2899,20.2899,1,18,4,0.5700,0.1200,,0,0
deepseek_pro_b037_P2_r2,10,сокращение текста,0,A,commercial,P2,deepseek_pro,61.2923,57.0652,-4.2271,4.2271,0,18,4,0.5700,0.1200,,0,0
deepseek_pro_b038_P1_r2,10,сокращение текста,0,A,commercial,P1,deepseek_pro,43.0556,35.0845,-7.9711,7.9711,1,18,4,0.5700,0.1200,,0,0
gpt_b004_P1_r1,10,сокращение текста,0,A,seo,P1,gpt,41.5459,40.8213,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0
gpt_b004_P3_r1,10,сокращение текста,0,A,seo,P3,gpt,35.0242,39.6135,4.5893,4.5893,0,18,4,0.5700,0.1200,,0,0
gpt_b021_P3_r2,10,сокращение текста,0,A,analytics,P3,gpt,52.4155,54.8309,2.4154,2.4154,0,17,4,0.5700,0.1200,,1,0
gpt_b026_P1_r1,10,сокращение текста,0,A,analytics,P1,gpt,61.1715,53.5024,-7.6691,7.6691,1,18,4,0.5700,0.1200,,0,0
gpt_b028_P2_r1,10,сокращение текста,0,A,analytics,P2,gpt,43.7802,37.2585,-6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0
gpt_b031_P1_r1,10,сокращение текста,0,A,commercial,P1,gpt,29.7705,24.7585,-5.0120,5.0120,1,18,4,0.5700,0.1200,,0,0
gpt_b040_P2_r1,10,сокращение текста,0,A,commercial,P2,gpt,60.1449,44.0821,-16.0628,16.0628,1,18,4,0.5700,0.1200,,0,0
human_hard_rusltc_0001,10,сокращение текста,0,H,translation,,,45.2899,41.1232,-4.1667,4.1667,0,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0002,10,сокращение текста,0,H,translation,,,46.7391,38.7681,-7.9710,7.9710,1,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0003,10,сокращение текста,0,H,translation,,,51.2681,46.9203,-4.3478,4.3478,0,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0055,10,сокращение текста,0,H,translation,,,40.5797,35.5072,-5.0725,5.0725,1,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0068,10,сокращение текста,0,H,translation,,,17.3913,20.0483,2.6570,2.6570,0,17,4,0.5700,0.1200,,1,0
human_hard_rusltc_0073,10,сокращение текста,0,H,translation,,,54.8309,40.3382,-14.4927,14.4927,1,17,4,0.5700,0.1200,,1,0
human_news_buriy_2014_0027,10,сокращение текста,0,H,news,,,29.3478,29.8913,0.5435,0.5435,0,17,4,0.5700,0.1200,,1,0
human_news_buriy_2014_0034,10,сокращение текста,0,H,news,,,47.2222,30.4348,-16.7874,16.7874,1,17,4,0.5700,0.1200,,1,0
human_news_gazeta_0031,10,сокращение текста,0,H,news,,,36.3527,26.2077,-10.1450,10.1450,1,17,4,0.5700,0.1200,,1,0
human_news_gazeta_0040,10,сокращение текста,0,H,news,,,29.1063,27.1135,-1.9928,1.9928,0,17,4,0.5700,0.1200,,1,0
human_news_lenta_0001,10,сокращение текста,0,H,news,,,49.2150,36.5338,-12.6812,12.6812,1,17,4,0.5700,0.1200,,1,0
human_news_lenta_0016,10,сокращение текста,0,H,news,,,61.2319,61.2319,-0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0
human_prose_taiga_arzamas_0050,10,сокращение текста,0,H,prose,,,26.2077,18.2971,-7.9106,7.9106,1,18,4,0.5700,0.1200,,0,0
human_prose_taiga_arzamas_0051,10,сокращение текста,0,H,prose,,,39.0097,35.3865,-3.6232,3.6232,0,17,4,0.5700,0.1200,,1,0
human_prose_taiga_magazines_0048,10,сокращение текста,0,H,prose,,,55.1329,44.9879,-10.1450,10.1450,1,18,4,0.5700,0.1200,,0,0
human_prose_taiga_magazines_0053,10,сокращение текста,0,H,prose,,,17.2101,17.2101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0
human_prose_taiga_proza_0034,10,сокращение текста,0,H,prose,,,34.0580,25.8454,-8.2126,8.2126,1,17,4,0.5700,0.1200,,1,0
human_prose_taiga_proza_0056,10,сокращение текста,0,H,prose,,,37.0169,25.6643,-11.3526,11.3526,1,17,4,0.5700,0.1200,,1,0
human_science_cyberleninka_0026,10,сокращение текста,0,H,science,,,35.0845,40.7005,5.6160,5.6160,1,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0031,10,сокращение текста,0,H,science,,,41.1836,38.8889,-2.2947,2.2947,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0032,10,сокращение текста,0,H,science,,,37.5604,38.2850,0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0
human_science_cyberleninka_0053,10,сокращение текста,0,H,science,,,46.7995,34.7222,-12.0773,12.0773,1,18,4,0.5700,0.1200,,0,0
human_science_spbgu_0024,10,сокращение текста,0,H,science,,,51.9324,51.7512,-0.1812,0.1812,0,18,4,0.5700,0.1200,,0,0
human_science_urfu_0028,10,сокращение текста,0,H,science,,,41.7874,35.6884,-6.0990,6.0990,1,18,4,0.5700,0.1200,,0,0
human_seo_alaev_0004,10,сокращение текста,0,H,seo,,,37.8623,40.6401,2.7778,2.7778,0,18,4,0.5700,0.1200,,0,0
human_seo_convertmonster_0001,10,сокращение текста,0,H,seo,,,28.3816,25.4831,-2.8985,2.8985,0,18,4,0.5700,0.1200,,0,0
human_seo_devaka_ru_0004,10,сокращение текста,0,H,seo,,,36.9565,43.9614,7.0049,7.0049,1,18,4,0.5700,0.1200,,0,0
human_seo_drmax_0002,10,сокращение текста,0,H,seo,,,38.1039,27.2947,-10.8092,10.8092,1,18,4,0.5700,0.1200,,0,0
human_seo_drmax_su_0001,10,сокращение текста,0,H,seo,,,29.7101,26.3285,-3.3816,3.3816,0,18,4,0.5700,0.1200,,0,0
human_seo_labrika_0002,10,сокращение текста,0,H,seo,,,26.1473,31.7633,5.6160,5.6160,1,18,4,0.5700,0.1200,,0,0
nemotron_b012_P1_r1,10,сокращение текста,0,A,seo,P1,nemotron,53.3213,49.8188,-3.5025,3.5025,0,18,4,0.5700,0.1200,,0,0
nemotron_b015_P3_r2,10,сокращение текста,0,A,seo,P3,nemotron,61.7754,46.1957,-15.5797,15.5797,1,18,4,0.5700,0.1200,,0,0
nemotron_b016_P1_r1,10,сокращение текста,0,A,analytics,P1,nemotron,52.5362,51.8116,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0
nemotron_b022_P3_r2,10,сокращение текста,0,A,analytics,P3,nemotron,38.8889,26.5700,-12.3189,12.3189,1,18,4,0.5700,0.1200,,0,0
nemotron_b028_P1_r2,10,сокращение текста,0,A,analytics,P1,nemotron,65.2778,52.2343,-13.0435,13.0435,1,18,4,0.5700,0.1200,,0,0
