document_id,origin_class,generation_channel,nll,scored_tokens,n_windows,expected_tokens
gpt_b017_P2_r2,A,gpt,3.220225,1648,3,1648
gpt_b017_P3_r1,A,gpt,3.417959,2600,5,2600
gpt_b017_P3_r2,A,gpt,3.360181,2597,5,2597
gpt_b018_P1_r1,A,gpt,2.995510,2478,4,2478
gpt_b018_P1_r2,A,gpt,3.221866,2140,4,2140
gpt_b018_P2_r1,A,gpt,2.991281,1710,3,1710
gpt_b018_P2_r2,A,gpt,3.215597,1619,3,1619
gpt_b018_P3_r1,A,gpt,3.186224,1956,3,1956
gpt_b018_P3_r2,A,gpt,3.245946,2119,4,2119
gpt_b019_P1_r1,A,gpt,3.170275,2541,4,2541
gpt_b019_P1_r2,A,gpt,3.228171,2671,5,2671
gpt_b019_P2_r1,A,gpt,3.231830,1632,3,1632
gpt_b019_P2_r2,A,gpt,3.097390,1383,2,1383
gpt_b019_P3_r1,A,gpt,3.295044,2713,5,2713
gpt_b019_P3_r2,A,gpt,3.283672,2457,4,2457
gpt_b020_P1_r1,A,gpt,2.991138,2748,5,2748
gpt_b020_P1_r2,A,gpt,3.044132,2432,4,2432
gpt_b020_P2_r1,A,gpt,3.153205,1525,2,1525
gpt_b020_P2_r2,A,gpt,3.215062,1445,2,1445
gpt_b020_P3_r1,A,gpt,3.162651,2636,5,2636
gpt_b020_P3_r2,A,gpt,3.273925,2430,4,2430
gpt_b021_P1_r1,A,gpt,3.147311,2204,4,2204
gpt_b021_P1_r2,A,gpt,3.266310,2558,4,2558
gpt_b021_P2_r1,A,gpt,3.182079,1270,2,1270
gpt_b021_P2_r2,A,gpt,3.061538,1892,3,1892
gpt_b021_P3_r1,A,gpt,3.449100,1651,3,1651
gpt_b021_P3_r2,A,gpt,3.423261,1952,3,1952
gpt_b022_P1_r1,A,gpt,2.979360,2552,4,2552
gpt_b022_P1_r2,A,gpt,2.966451,2181,4,2181
gpt_b022_P2_r1,A,gpt,2.999092,1909,3,1909
gpt_b022_P2_r2,A,gpt,3.010872,1549,3,1549
gpt_b022_P3_r1,A,gpt,3.095687,2268,4,2268
gpt_b022_P3_r2,A,gpt,3.126641,2119,4,2119
gpt_b023_P1_r1,A,gpt,3.115224,2336,4,2336
gpt_b023_P1_r2,A,gpt,3.096706,2347,4,2347
gpt_b023_P2_r1,A,gpt,3.188765,1506,2,1506
gpt_b023_P2_r2,A,gpt,3.234828,1394,2,1394
gpt_b023_P3_r1,A,gpt,3.302966,2179,4,2179
gpt_b023_P3_r2,A,gpt,3.375052,2138,4,2138
gpt_b024_P1_r1,A,gpt,3.193040,2544,4,2544
gpt_b024_P1_r2,A,gpt,3.075968,1671,3,1671
gpt_b024_P2_r1,A,gpt,3.266802,1490,2,1490
gpt_b024_P2_r2,A,gpt,3.333648,1586,3,1586
gpt_b024_P3_r1,A,gpt,3.446469,2292,4,2292
gpt_b024_P3_r2,A,gpt,3.247592,2252,4,2252
gpt_b025_P1_r1,A,gpt,3.162196,2378,4,2378
gpt_b025_P1_r2,A,gpt,3.074928,2469,4,2469
gpt_b025_P2_r1,A,gpt,3.093989,1578,3,1578
gpt_b025_P2_r2,A,gpt,3.046378,1438,2,1438
gpt_b025_P3_r1,A,gpt,3.185510,2510,4,2510
gpt_b025_P3_r2,A,gpt,3.318024,1574,3,1574
gpt_b026_P1_r1,A,gpt,2.959196,2228,4,2228
gpt_b026_P1_r2,A,gpt,3.097534,1876,3,1876
gpt_b026_P2_r1,A,gpt,3.092457,1365,2,1365
gpt_b026_P2_r2,A,gpt,3.169311,1380,2,1380
gpt_b026_P3_r1,A,gpt,3.251134,2390,4,2390
gpt_b026_P3_r2,A,gpt,3.196655,1807,3,1807
gpt_b027_P1_r1,A,gpt,3.046712,2388,4,2388
gpt_b027_P1_r2,A,gpt,3.085553,2497,4,2497
gpt_b027_P2_r1,A,gpt,2.953423,1333,2,1333
gpt_b027_P2_r2,A,gpt,3.114478,1478,2,1478
gpt_b027_P3_r1,A,gpt,3.165568,2572,5,2572
gpt_b027_P3_r2,A,gpt,3.168994,2751,5,2751
gpt_b028_P1_r1,A,gpt,3.233808,2448,4,2448
gpt_b028_P1_r2,A,gpt,3.198934,2418,4,2418
gpt_b028_P2_r1,A,gpt,3.233938,1339,2,1339
gpt_b028_P2_r2,A,gpt,3.117358,1122,2,1122
gpt_b028_P3_r1,A,gpt,3.397123,2141,4,2141
gpt_b028_P3_r2,A,gpt,3.348394,2031,3,2031
gpt_b029_P1_r1,A,gpt,3.196683,2759,5,2759
gpt_b029_P1_r2,A,gpt,3.168826,2015,3,2015
gpt_b029_P2_r1,A,gpt,3.224064,1492,2,1492
gpt_b029_P2_r2,A,gpt,3.228048,1687,3,1687
gpt_b029_P3_r1,A,gpt,3.478437,1989,3,1989
gpt_b029_P3_r2,A,gpt,3.244953,2385,4,2385
gpt_b030_P1_r1,A,gpt,3.058899,2765,5,2765
gpt_b030_P1_r2,A,gpt,3.111107,2188,4,2188
gpt_b030_P2_r1,A,gpt,3.174370,1626,3,1626
gpt_b030_P2_r2,A,gpt,3.082613,1686,3,1686
gpt_b030_P3_r1,A,gpt,3.206539,1660,3,1660
gpt_b030_P3_r2,A,gpt,3.281578,1539,3,1539
gpt_b031_P1_r1,A,gpt,2.903248,2211,4,2211
gpt_b031_P1_r2,A,gpt,2.879350,1878,3,1878
gpt_b031_P2_r1,A,gpt,2.946316,1420,2,1420
gpt_b031_P2_r2,A,gpt,2.873334,1572,3,1572
gpt_b031_P3_r1,A,gpt,2.927431,2242,4,2242
gpt_b031_P3_r2,A,gpt,3.034255,2393,4,2393
gpt_b032_P1_r1,A,gpt,3.020045,2367,4,2367
gpt_b032_P1_r2,A,gpt,3.129575,1833,3,1833
gpt_b032_P2_r1,A,gpt,3.042322,1159,2,1159
gpt_b032_P2_r2,A,gpt,2.980149,1218,2,1218
gpt_b032_P3_r1,A,gpt,3.081209,2093,4,2093
gpt_b032_P3_r2,A,gpt,3.139510,2442,4,2442
gpt_b033_P1_r1,A,gpt,3.133040,2057,4,2057
gpt_b033_P1_r2,A,gpt,3.040470,2279,4,2279
gpt_b033_P2_r1,A,gpt,3.091454,1740,3,1740
gpt_b033_P2_r2,A,gpt,3.106760,1595,3,1595
gpt_b033_P3_r1,A,gpt,3.271781,2635,5,2635
gpt_b033_P3_r2,A,gpt,3.263623,1830,3,1830
gpt_b034_P1_r1,A,gpt,2.958167,2075,4,2075
gpt_b034_P1_r2,A,gpt,2.906431,1767,3,1767
gpt_b034_P2_r1,A,gpt,2.982707,1505,2,1505
gpt_b034_P2_r2,A,gpt,3.053960,1172,2,1172
gpt_b034_P3_r1,A,gpt,3.059114,2088,4,2088
gpt_b034_P3_r2,A,gpt,3.017526,1912,3,1912
gpt_b035_P1_r1,A,gpt,2.803285,2563,5,2563
gpt_b035_P1_r2,A,gpt,3.051386,2821,5,2821
gpt_b035_P2_r1,A,gpt,3.003066,1427,2,1427
gpt_b035_P2_r2,A,gpt,3.006841,1254,2,1254
gpt_b035_P3_r1,A,gpt,2.963381,2365,4,2365
gpt_b035_P3_r2,A,gpt,3.025198,1870,3,1870
gpt_b036_P1_r1,A,gpt,2.969298,2086,4,2086
gpt_b036_P1_r2,A,gpt,2.920704,2147,4,2147
gpt_b036_P2_r1,A,gpt,2.976030,1338,2,1338
gpt_b036_P2_r2,A,gpt,3.041116,1372,2,1372
gpt_b036_P3_r1,A,gpt,3.089898,1906,3,1906
gpt_b036_P3_r2,A,gpt,3.132105,1894,3,1894
gpt_b037_P1_r1,A,gpt,3.143448,1333,2,1333
gpt_b037_P1_r2,A,gpt,2.931653,1911,3,1911
gpt_b037_P2_r1,A,gpt,3.076715,1166,2,1166
gpt_b037_P2_r2,A,gpt,3.079660,1015,1,1015
gpt_b037_P3_r1,A,gpt,3.094808,2590,5,2590
gpt_b037_P3_r2,A,gpt,3.202669,1471,2,1471
gpt_b038_P1_r1,A,gpt,3.036440,2095,4,2095
gpt_b038_P1_r2,A,gpt,3.124115,2197,4,2197
gpt_b038_P2_r1,A,gpt,3.098954,1409,2,1409
gpt_b038_P2_r2,A,gpt,3.036033,1359,2,1359
gpt_b038_P3_r1,A,gpt,3.268308,1723,3,1723
gpt_b038_P3_r2,A,gpt,3.308006,1664,3,1664
gpt_b039_P1_r1,A,gpt,2.870084,2331,4,2331
gpt_b039_P1_r2,A,gpt,3.057266,2103,4,2103
gpt_b039_P2_r1,A,gpt,3.041855,1190,2,1190
gpt_b039_P2_r2,A,gpt,2.991080,1319,2,1319
gpt_b039_P3_r1,A,gpt,3.166139,1759,3,1759
gpt_b039_P3_r2,A,gpt,3.030934,2280,4,2280
gpt_b040_P1_r1,A,gpt,3.243164,1941,3,1941
gpt_b040_P1_r2,A,gpt,3.149033,2130,4,2130
gpt_b040_P2_r1,A,gpt,3.096807,1661,3,1661
gpt_b040_P2_r2,A,gpt,3.255321,1281,2,1281
gpt_b040_P3_r1,A,gpt,3.297087,1393,2,1393
gpt_b040_P3_r2,A,gpt,3.432747,2075,4,2075
gpt_b041_P1_r1,A,gpt,3.085422,1894,3,1894
gpt_b041_P1_r2,A,gpt,2.950774,1819,3,1819
gpt_b041_P2_r1,A,gpt,3.013689,1147,2,1147
gpt_b041_P2_r2,A,gpt,2.973977,1129,2,1129
gpt_b041_P3_r1,A,gpt,3.116534,1852,3,1852
gpt_b041_P3_r2,A,gpt,3.241154,1899,3,1899
gpt_b042_P1_r1,A,gpt,3.024574,2049,4,2049
gpt_b042_P1_r2,A,gpt,2.895182,2311,4,2311
gpt_b042_P2_r1,A,gpt,2.878503,990,1,990
gpt_b042_P2_r2,A,gpt,2.899198,1025,2,1025
gpt_b042_P3_r1,A,gpt,3.057127,2035,3,2035
gpt_b042_P3_r2,A,gpt,2.918255,2239,4,2239
gpt_b043_P1_r1,A,gpt,3.072866,1337,2,1337
gpt_b043_P1_r2,A,gpt,2.974596,1177,2,1177
gpt_b043_P2_r1,A,gpt,2.958093,1499,2,1499
gpt_b043_P2_r2,A,gpt,3.073953,1688,3,1688
gpt_b043_P3_r1,A,gpt,3.140227,2550,4,2550
gpt_b043_P3_r2,A,gpt,3.106393,1757,3,1757
gpt_b044_P1_r1,A,gpt,3.041084,2061,4,2061
gpt_b044_P1_r2,A,gpt,2.931448,1689,3,1689
gpt_b044_P2_r1,A,gpt,2.921951,1422,2,1422
gpt_b044_P2_r2,A,gpt,2.996244,1178,2,1178
gpt_b044_P3_r1,A,gpt,3.126871,1778,3,1778
gpt_b044_P3_r2,A,gpt,2.937397,1461,2,1461
gpt_b045_P1_r1,A,gpt,3.047384,2355,4,2355
gpt_b045_P1_r2,A,gpt,3.101481,1413,2,1413
gpt_b045_P2_r1,A,gpt,3.073565,1233,2,1233
gpt_b045_P2_r2,A,gpt,3.085387,1448,2,1448
gpt_b045_P3_r1,A,gpt,3.293206,1921,3,1921
gpt_b045_P3_r2,A,gpt,3.319372,2063,4,2063
human_hard_rusltc_0001,H,,3.121580,1067,2,1067
human_hard_rusltc_0002,H,,2.809068,1350,2,1350
human_hard_rusltc_0003,H,,3.290485,2403,4,2403
human_hard_rusltc_0004,H,,2.515797,1815,3,1815
human_hard_rusltc_0005,H,,2.445861,4215,8,4215
human_hard_rusltc_0006,H,,3.068212,2063,4,2063
human_hard_rusltc_0007,H,,2.418716,6694,13,6694
human_hard_rusltc_0008,H,,2.536272,5209,10,5209
human_hard_rusltc_0009,H,,3.091295,1046,2,1046
human_hard_rusltc_0010,H,,2.665045,1066,2,1066
human_hard_rusltc_0011,H,,2.804154,1724,3,1724
human_hard_rusltc_0012,H,,2.895471,1484,2,1484
human_hard_rusltc_0013,H,,2.980447,1812,3,1812
human_hard_rusltc_0014,H,,2.800352,1062,2,1062
human_hard_rusltc_0015,H,,2.903875,1299,2,1299
human_hard_rusltc_0016,H,,2.620388,4663,9,4663
human_hard_rusltc_0017,H,,3.105289,3131,6,3131
human_hard_rusltc_0018,H,,2.615295,1141,2,1141
human_hard_rusltc_0019,H,,2.876642,1542,3,1542
human_hard_rusltc_0020,H,,2.834320,1239,2,1239
human_hard_rusltc_0021,H,,3.429800,1018,1,1018
human_hard_rusltc_0022,H,,2.875696,1148,2,1148
human_hard_rusltc_0023,H,,2.937009,1193,2,1193
human_hard_rusltc_0024,H,,2.762650,1217,2,1217
human_hard_rusltc_0025,H,,3.000935,4845,9,4845
human_hard_rusltc_0026,H,,3.119652,1507,2,1507
human_hard_rusltc_0027,H,,3.036732,1777,3,1777
human_hard_rusltc_0028,H,,3.426072,1307,2,1307
human_hard_rusltc_0029,H,,2.494048,1669,3,1669
human_hard_rusltc_0030,H,,2.685680,1572,3,1572
human_hard_rusltc_0031,H,,3.163295,1272,2,1272
human_hard_rusltc_0032,H,,3.087219,1153,2,1153
human_hard_rusltc_0033,H,,3.341937,1157,2,1157
human_hard_rusltc_0034,H,,3.466088,1075,2,1075
human_hard_rusltc_0035,H,,3.284072,1061,2,1061
human_hard_rusltc_0036,H,,2.614345,1199,2,1199
human_hard_rusltc_0037,H,,3.318240,1071,2,1071
human_hard_rusltc_0038,H,,2.820106,1015,1,1015
human_hard_rusltc_0039,H,,3.184191,1123,2,1123
human_hard_rusltc_0040,H,,3.517905,1166,2,1166
human_hard_rusltc_0041,H,,3.220102,1077,2,1077
human_hard_rusltc_0042,H,,2.334212,1185,2,1185
human_hard_rusltc_0043,H,,3.067891,1122,2,1122
human_hard_rusltc_0044,H,,2.987290,1149,2,1149
human_hard_rusltc_0045,H,,2.780677,1322,2,1322
human_hard_rusltc_0046,H,,2.851345,1067,2,1067
human_hard_rusltc_0047,H,,3.068652,1255,2,1255
human_hard_rusltc_0048,H,,3.402358,1098,2,1098
human_hard_rusltc_0049,H,,2.662249,2440,4,2440
human_hard_rusltc_0050,H,,3.081037,2198,4,2198
human_hard_rusltc_0051,H,,3.167077,2563,5,2563
human_hard_rusltc_0052,H,,2.529876,5407,10,5407
human_hard_rusltc_0053,H,,2.776060,3052,5,3052
human_hard_rusltc_0054,H,,2.712274,2528,4,2528
human_hard_rusltc_0055,H,,2.648841,1106,2,1106
human_hard_rusltc_0056,H,,2.724404,901,1,901
human_hard_rusltc_0057,H,,2.671161,1452,2,1452
human_hard_rusltc_0058,H,,2.917803,1187,2,1187
human_hard_rusltc_0059,H,,2.752043,1327,2,1327
human_hard_rusltc_0060,H,,3.074755,1198,2,1198
human_hard_rusltc_0061,H,,3.156839,1382,2,1382
human_hard_rusltc_0062,H,,3.106924,1305,2,1305
human_hard_rusltc_0063,H,,3.104980,2840,5,2840
human_hard_rusltc_0064,H,,3.137831,1447,2,1447
human_hard_rusltc_0065,H,,2.609191,1310,2,1310
human_hard_rusltc_0066,H,,2.559724,4340,8,4340
human_hard_rusltc_0067,H,,2.835115,1874,3,1874
human_hard_rusltc_0068,H,,2.655230,1404,2,1404
human_hard_rusltc_0069,H,,2.737625,1629,3,1629
human_hard_rusltc_0070,H,,2.358481,1165,2,1165
human_hard_rusltc_0071,H,,2.474901,1102,2,1102
human_hard_rusltc_0072,H,,3.300100,1069,2,1069
human_hard_rusltc_0073,H,,3.063622,2242,4,2242
human_news_buriy_2014_0001,H,,2.579293,1895,3,1895
human_news_buriy_2014_0002,H,,2.835142,1028,2,1028
human_news_buriy_2014_0003,H,,3.051190,1250,2,1250
human_news_buriy_2014_0004,H,,2.918107,1115,2,1115
human_news_buriy_2014_0005,H,,2.902974,1119,2,1119
human_news_buriy_2014_0006,H,,3.159267,2500,4,2500
human_news_buriy_2014_0007,H,,3.063487,6246,12,6246
human_news_buriy_2014_0008,H,,2.391858,1369,2,1369
human_news_buriy_2014_0009,H,,2.803550,1535,2,1535
human_news_buriy_2014_0010,H,,1.901773,1178,2,1178
human_news_buriy_2014_0011,H,,2.581402,1969,3,1969
human_news_buriy_2014_0012,H,,2.511353,1146,2,1146
human_news_buriy_2014_0013,H,,3.244122,1716,3,1716
human_news_buriy_2014_0014,H,,3.147321,1841,3,1841
human_news_buriy_2014_0015,H,,2.117927,1267,2,1267
human_news_buriy_2014_0016,H,,2.420859,1849,3,1849
human_news_buriy_2014_0017,H,,2.307102,1911,3,1911
human_news_buriy_2014_0018,H,,2.599545,3517,6,3517
human_news_buriy_2014_0019,H,,2.279840,1439,2,1439
human_news_buriy_2014_0020,H,,2.913632,1098,2,1098
human_news_buriy_2014_0021,H,,2.630051,1571,3,1571
human_news_buriy_2014_0022,H,,2.879139,1888,3,1888
human_news_buriy_2014_0023,H,,2.604921,1231,2,1231
human_news_buriy_2014_0024,H,,2.369782,2550,4,2550
human_news_buriy_2014_0025,H,,3.112199,2181,4,2181
human_news_buriy_2014_0026,H,,2.584801,2998,5,2998
human_news_buriy_2014_0027,H,,2.947762,1169,2,1169
human_news_buriy_2014_0028,H,,2.929116,1191,2,1191
human_news_buriy_2014_0029,H,,2.556957,1068,2,1068
human_news_buriy_2014_0030,H,,3.340316,1378,2,1378
human_news_buriy_2014_0031,H,,2.927749,2897,5,2897
human_news_buriy_2014_0032,H,,2.707755,5436,10,5436
human_news_buriy_2014_0033,H,,2.933582,2840,5,2840
human_news_buriy_2014_0034,H,,2.498666,1800,3,1800
human_news_buriy_2014_0035,H,,2.510226,1281,2,1281
human_news_buriy_2014_0036,H,,3.254327,2002,3,2002
human_news_buriy_2014_0037,H,,3.187598,1152,2,1152
human_news_buriy_2014_0038,H,,2.771477,1983,3,1983
human_news_buriy_2014_0039,H,,2.936899,1683,3,1683
human_news_buriy_2014_0040,H,,2.267317,1838,3,1838
human_news_buriy_2014_0041,H,,2.965220,1212,2,1212
human_news_buriy_2014_0042,H,,2.406598,1760,3,1760
human_news_buriy_2014_0043,H,,2.815664,2504,4,2504
human_news_buriy_2014_0044,H,,2.668433,1403,2,1403
human_news_buriy_2014_0045,H,,1.708572,1674,3,1674
human_news_buriy_2014_0046,H,,3.014117,1218,2,1218
human_news_buriy_2014_0047,H,,2.731156,1787,3,1787
human_news_buriy_2014_0048,H,,2.532682,1011,1,1011
human_news_buriy_2014_0049,H,,2.266496,1273,2,1273
human_news_buriy_2014_0050,H,,2.425030,2561,5,2561
human_news_buriy_2014_0051,H,,2.414981,1423,2,1423
human_news_buriy_2014_0052,H,,2.897731,1360,2,1360
human_news_buriy_2014_0053,H,,2.711961,1518,2,1518
human_news_buriy_2014_0054,H,,2.794340,1366,2,1366
human_news_buriy_2014_0055,H,,2.438596,1888,3,1888
human_news_buriy_2014_0056,H,,3.067935,2248,4,2248
human_news_buriy_2014_0057,H,,2.313100,1556,3,1556
human_news_buriy_2014_0058,H,,2.688542,1761,3,1761
human_news_buriy_2014_0059,H,,2.483005,1075,2,1075
human_news_buriy_2014_0060,H,,2.502132,1139,2,1139
human_news_gazeta_0001,H,,2.912401,1477,2,1477
human_news_gazeta_0002,H,,2.800403,1162,2,1162
human_news_gazeta_0003,H,,2.846208,1075,2,1075
human_news_gazeta_0004,H,,2.706664,997,1,997
human_news_gazeta_0005,H,,2.834831,1107,2,1107
human_news_gazeta_0006,H,,2.636412,1876,3,1876
human_news_gazeta_0007,H,,2.779471,1068,2,1068
human_news_gazeta_0008,H,,2.549425,1322,2,1322
human_news_gazeta_0009,H,,2.691819,1076,2,1076
human_news_gazeta_0010,H,,2.729703,1478,2,1478
human_news_gazeta_0011,H,,2.742304,1023,1,1023
human_news_gazeta_0012,H,,2.686400,1484,2,1484
human_news_gazeta_0013,H,,2.604805,1483,2,1483
human_news_gazeta_0014,H,,2.317513,1226,2,1226
human_news_gazeta_0015,H,,2.640584,1316,2,1316
human_news_gazeta_0016,H,,2.635899,1643,3,1643
human_news_gazeta_0017,H,,2.692044,1087,2,1087
human_news_gazeta_0018,H,,2.998963,1709,3,1709
human_news_gazeta_0019,H,,2.747998,1612,3,1612
human_news_gazeta_0020,H,,2.441546,1069,2,1069
human_news_gazeta_0021,H,,2.820395,1050,2,1050
human_news_gazeta_0022,H,,2.609742,1258,2,1258
human_news_gazeta_0023,H,,2.551636,1331,2,1331
human_news_gazeta_0024,H,,2.456817,1277,2,1277
human_news_gazeta_0025,H,,2.483519,1266,2,1266
human_news_gazeta_0026,H,,2.862489,1073,2,1073
human_news_gazeta_0027,H,,2.724890,1179,2,1179
human_news_gazeta_0028,H,,2.682133,1039,2,1039
human_news_gazeta_0029,H,,2.678709,1543,3,1543
human_news_gazeta_0030,H,,2.615148,1168,2,1168
human_news_gazeta_0031,H,,2.431371,1327,2,1327
human_news_gazeta_0032,H,,2.771900,1079,2,1079
human_news_gazeta_0033,H,,2.700112,1357,2,1357
human_news_gazeta_0034,H,,2.966074,1328,2,1328
human_news_gazeta_0035,H,,2.596753,1301,2,1301
human_news_gazeta_0036,H,,2.548752,1092,2,1092
human_news_gazeta_0037,H,,2.617401,1085,2,1085
human_news_gazeta_0038,H,,2.726570,1218,2,1218
human_news_gazeta_0039,H,,2.880085,1670,3,1670
human_news_gazeta_0040,H,,2.576308,1217,2,1217
human_news_gazeta_0041,H,,2.489635,1517,2,1517
human_news_gazeta_0042,H,,2.795074,1671,3,1671
human_news_gazeta_0043,H,,2.672677,1252,2,1252
human_news_gazeta_0044,H,,2.511040,1028,2,1028
human_news_gazeta_0045,H,,2.625773,1477,2,1477
human_news_gazeta_0046,H,,2.676906,1468,2,1468
human_news_gazeta_0047,H,,2.851704,1105,2,1105
human_news_gazeta_0048,H,,2.770034,1009,1,1009
human_news_gazeta_0049,H,,2.754994,1112,2,1112
human_news_gazeta_0050,H,,2.705141,1461,2,1461
human_news_gazeta_0051,H,,2.718174,1247,2,1247
human_news_gazeta_0052,H,,2.813851,1486,2,1486
human_news_gazeta_0053,H,,2.592086,1069,2,1069
human_news_gazeta_0054,H,,2.670014,1430,2,1430
human_news_gazeta_0055,H,,2.786279,1667,3,1667
human_news_gazeta_0056,H,,2.275564,1103,2,1103
human_news_gazeta_0057,H,,2.903326,1539,3,1539
human_news_gazeta_0058,H,,2.649459,1223,2,1223
human_news_gazeta_0059,H,,2.761346,1041,2,1041
human_news_gazeta_0060,H,,2.768181,1412,2,1412
human_news_lenta_0001,H,,2.672448,1060,2,1060
human_news_lenta_0002,H,,2.688239,1196,2,1196
human_news_lenta_0003,H,,0.460714,2845,5,2845
human_news_lenta_0004,H,,2.633937,1212,2,1212
human_news_lenta_0005,H,,0.704888,1106,2,1106
human_news_lenta_0006,H,,0.795293,1312,2,1312
human_news_lenta_0007,H,,2.140626,2062,4,2062
human_news_lenta_0008,H,,0.696055,1437,2,1437
human_news_lenta_0009,H,,1.741258,1543,3,1543
human_news_lenta_0010,H,,1.788289,2153,4,2153
human_news_lenta_0011,H,,0.816048,1221,2,1221
human_news_lenta_0012,H,,2.564941,1213,2,1213
human_news_lenta_0013,H,,2.434945,1158,2,1158
human_news_lenta_0014,H,,3.158195,1180,2,1180
human_news_lenta_0015,H,,2.631880,1154,2,1154
human_news_lenta_0016,H,,2.354553,1673,3,1673
human_news_lenta_0017,H,,2.139654,2218,4,2218
human_news_lenta_0018,H,,2.284253,1282,2,1282
human_news_lenta_0019,H,,0.885536,1040,2,1040
human_news_lenta_0020,H,,0.854622,1535,2,1535
human_news_lenta_0021,H,,2.966679,1242,2,1242
human_news_lenta_0022,H,,2.987514,1569,3,1569
human_news_lenta_0023,H,,2.503817,1067,2,1067
human_news_lenta_0024,H,,2.574266,1079,2,1079
human_news_lenta_0025,H,,0.669323,1172,2,1172
human_news_lenta_0026,H,,0.825379,1183,2,1183
human_news_lenta_0027,H,,2.494515,1058,2,1058
human_news_lenta_0028,H,,0.717543,1409,2,1409
human_news_lenta_0029,H,,2.700827,1237,2,1237
human_news_lenta_0030,H,,0.716297,1138,2,1138
human_news_lenta_0031,H,,0.621178,1552,3,1552
human_news_lenta_0032,H,,0.663297,1346,2,1346
human_news_lenta_0033,H,,0.686685,1113,2,1113
human_news_lenta_0034,H,,2.510652,1181,2,1181
human_news_lenta_0035,H,,0.625176,1529,2,1529
human_news_lenta_0036,H,,2.790809,1129,2,1129
human_news_lenta_0037,H,,0.622264,1583,3,1583
human_news_lenta_0038,H,,0.660692,1326,2,1326
human_news_lenta_0039,H,,1.506425,1828,3,1828
human_news_lenta_0040,H,,2.581959,1472,2,1472
human_news_lenta_0041,H,,2.413180,1055,2,1055
human_news_lenta_0042,H,,2.196051,1378,2,1378
human_news_lenta_0043,H,,0.742000,1061,2,1061
human_news_lenta_0044,H,,2.211246,1129,2,1129
human_news_lenta_0045,H,,2.841738,1432,2,1432
human_news_lenta_0046,H,,2.287797,1400,2,1400
human_news_lenta_0047,H,,0.596630,1776,3,1776
human_news_lenta_0048,H,,0.449976,2058,4,2058
human_news_lenta_0049,H,,3.264020,1004,1,1004
human_news_lenta_0050,H,,0.682057,1402,2,1402
human_news_lenta_0051,H,,2.242930,1175,2,1175
human_news_lenta_0052,H,,0.626892,1537,3,1537
human_news_lenta_0053,H,,3.068898,4893,9,4893
human_news_lenta_0054,H,,0.558784,1863,3,1863
human_news_lenta_0055,H,,2.450606,1309,2,1309
human_news_lenta_0056,H,,0.591270,1215,2,1215
human_news_lenta_0057,H,,0.614070,1691,3,1691
human_news_lenta_0058,H,,0.675676,1410,2,1410
human_news_lenta_0059,H,,0.582778,1578,3,1578
human_news_lenta_0060,H,,0.633645,1365,2,1365
human_prose_taiga_arzamas_0001,H,,2.941341,4019,7,4019
human_prose_taiga_arzamas_0002,H,,2.774495,2512,4,2512
human_prose_taiga_arzamas_0003,H,,3.159930,2315,4,2315
human_prose_taiga_arzamas_0004,H,,3.113885,2452,4,2452
human_prose_taiga_arzamas_0005,H,,2.952147,2013,3,2013
human_prose_taiga_arzamas_0006,H,,3.219266,1717,3,1717
human_prose_taiga_arzamas_0007,H,,2.838948,3197,6,3197
human_prose_taiga_arzamas_0008,H,,3.053567,3132,6,3132
human_prose_taiga_arzamas_0009,H,,3.072438,3961,7,3961
human_prose_taiga_arzamas_0010,H,,2.678689,2809,5,2809
human_prose_taiga_arzamas_0011,H,,3.106856,1719,3,1719
human_prose_taiga_arzamas_0012,H,,3.184446,5919,11,5919
human_prose_taiga_arzamas_0013,H,,3.215522,1808,3,1808
human_prose_taiga_arzamas_0014,H,,2.767164,2927,5,2927
human_prose_taiga_arzamas_0015,H,,2.460974,4412,8,4412
human_prose_taiga_arzamas_0016,H,,2.725683,3002,5,3002
human_prose_taiga_arzamas_0017,H,,3.001395,2331,4,2331
human_prose_taiga_arzamas_0018,H,,3.040165,1584,3,1584
human_prose_taiga_arzamas_0019,H,,2.932632,2230,4,2230
human_prose_taiga_arzamas_0020,H,,3.042351,6938,13,6938
human_prose_taiga_arzamas_0021,H,,2.515388,2375,4,2375
human_prose_taiga_arzamas_0022,H,,3.312215,1401,2,1401
human_prose_taiga_arzamas_0023,H,,3.146675,1816,3,1816
human_prose_taiga_arzamas_0024,H,,2.946183,2443,4,2443
human_prose_taiga_arzamas_0025,H,,2.966209,3666,7,3666
human_prose_taiga_arzamas_0026,H,,3.166129,4574,8,4574
human_prose_taiga_arzamas_0027,H,,2.998308,2721,5,2721
human_prose_taiga_arzamas_0028,H,,3.193940,3444,6,3444
human_prose_taiga_arzamas_0029,H,,3.153871,3640,7,3640
human_prose_taiga_arzamas_0030,H,,3.004753,1548,3,1548
human_prose_taiga_arzamas_0031,H,,2.918608,3919,7,3919
human_prose_taiga_arzamas_0032,H,,3.056852,3980,7,3980
human_prose_taiga_arzamas_0033,H,,2.487023,2895,5,2895
human_prose_taiga_arzamas_0034,H,,2.869052,3103,6,3103
human_prose_taiga_arzamas_0035,H,,3.144038,2945,5,2945
human_prose_taiga_arzamas_0036,H,,2.868600,2342,4,2342
human_prose_taiga_arzamas_0037,H,,2.709235,5775,11,5775
human_prose_taiga_arzamas_0038,H,,2.709553,2812,5,2812
