original_document_id,transformation_id,transformation,meaning_preserving,origin_class,genre,prompt_condition,generation_channel,index_baseline,index_transformed,delta,abs_delta,unstable,features_common,features_format,weight_common,weight_format,dropped_categories,m02_missing,applied_no_change,input_unchanged
nemotron_b033_P2_r2,3,удаление заголовков,0,A,commercial,P2,nemotron,61.5942,57.2464,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1,0
nemotron_b038_P1_r2,3,удаление заголовков,0,A,commercial,P1,nemotron,55.1932,50.8454,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1,0
real_claude_b015_P2_r1,3,удаление заголовков,0,A,seo,P2,real_claude,58.5145,54.1667,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1,0
real_claude_b018_P3_r2,3,удаление заголовков,0,A,analytics,P3,real_claude,45.7126,44.9879,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,1,0
real_claude_b024_P1_r2,3,удаление заголовков,0,A,analytics,P1,real_claude,53.4420,53.2609,-0.1812,0.1812,0,18,4,0.5700,0.1200,,0,1,0
real_claude_b025_P2_r1,3,удаление заголовков,0,A,analytics,P2,real_claude,46.2560,41.9082,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1,0
real_claude_b034_P2_r2,3,удаление заголовков,0,A,commercial,P2,real_claude,72.8865,68.5386,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,1,0
real_claude_b040_P3_r2,3,удаление заголовков,0,A,commercial,P3,real_claude,43.7198,40.8213,-2.8986,2.8986,0,18,4,0.5700,0.1200,,0,1,0
real_claude_b042_P3_r2,3,удаление заголовков,0,A,commercial,P3,real_claude,29.0459,26.8720,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,1,0
real_claude_b045_P3_r1,3,удаление заголовков,0,A,commercial,P3,real_claude,53.5024,51.3285,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,1,0
deepseek_pro_b002_P3_r1,4,перестановка абзацев,1,A,seo,P3,deepseek_pro,39.0097,49.8792,10.8696,10.8696,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b004_P2_r1,4,перестановка абзацев,1,A,seo,P2,deepseek_pro,63.7681,63.5266,-0.2415,0.2415,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b007_P3_r2,4,перестановка абзацев,1,A,seo,P3,deepseek_pro,47.5845,52.6570,5.0725,5.0725,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P1_r1,4,перестановка абзацев,1,A,seo,P1,deepseek_pro,49.1546,49.1546,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P2_r2,4,перестановка абзацев,1,A,seo,P2,deepseek_pro,52.5362,53.9855,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b021_P2_r2,4,перестановка абзацев,1,A,analytics,P2,deepseek_pro,59.8430,58.3937,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b037_P2_r2,4,перестановка абзацев,1,A,commercial,P2,deepseek_pro,61.2923,61.2923,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b038_P1_r2,4,перестановка абзацев,1,A,commercial,P1,deepseek_pro,43.0556,45.2295,2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P1_r1,4,перестановка абзацев,1,A,seo,P1,gpt,41.5459,41.5459,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P3_r1,4,перестановка абзацев,1,A,seo,P3,gpt,35.0242,37.9227,2.8986,2.8986,0,18,4,0.5700,0.1200,,0,0,0
gpt_b021_P3_r2,4,перестановка абзацев,1,A,analytics,P3,gpt,52.4155,52.4155,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b026_P1_r1,4,перестановка абзацев,1,A,analytics,P1,gpt,61.1715,56.8237,-4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
gpt_b028_P2_r1,4,перестановка абзацев,1,A,analytics,P2,gpt,43.7802,53.9251,10.1449,10.1449,1,18,4,0.5700,0.1200,,0,0,0
gpt_b031_P1_r1,4,перестановка абзацев,1,A,commercial,P1,gpt,29.7705,39.9155,10.1449,10.1449,1,18,4,0.5700,0.1200,,0,0,0
gpt_b040_P2_r1,4,перестановка абзацев,1,A,commercial,P2,gpt,60.1449,58.5145,-1.6304,1.6304,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0001,4,перестановка абзацев,1,H,translation,,,43.5990,43.5990,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_hard_rusltc_0002,4,перестановка абзацев,1,H,translation,,,46.7391,46.7391,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_hard_rusltc_0003,4,перестановка абзацев,1,H,translation,,,51.2681,51.2681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_hard_rusltc_0055,4,перестановка абзацев,1,H,translation,,,40.5797,40.5797,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_hard_rusltc_0068,4,перестановка абзацев,1,H,translation,,,17.3913,17.3913,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_hard_rusltc_0073,4,перестановка абзацев,1,H,translation,,,54.8309,54.8309,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_news_buriy_2014_0027,4,перестановка абзацев,1,H,news,,,29.3478,29.3478,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_news_buriy_2014_0034,4,перестановка абзацев,1,H,news,,,47.2222,47.2222,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_news_gazeta_0031,4,перестановка абзацев,1,H,news,,,36.3527,36.3527,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_news_gazeta_0040,4,перестановка абзацев,1,H,news,,,28.0193,28.0193,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_news_lenta_0001,4,перестановка абзацев,1,H,news,,,49.2150,49.2150,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_news_lenta_0016,4,перестановка абзацев,1,H,news,,,61.2319,61.2319,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,1,1
human_prose_taiga_arzamas_0050,4,перестановка абзацев,1,H,prose,,,26.2077,32.0048,5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_arzamas_0051,4,перестановка абзацев,1,H,prose,,,39.0097,39.0097,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_prose_taiga_magazines_0048,4,перестановка абзацев,1,H,prose,,,56.5821,55.1329,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_magazines_0053,4,перестановка абзацев,1,H,prose,,,17.2101,17.2101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0034,4,перестановка абзацев,1,H,prose,,,34.0580,39.8551,5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0056,4,перестановка абзацев,1,H,prose,,,37.0169,37.0169,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_science_cyberleninka_0026,4,перестановка абзацев,1,H,science,,,35.0845,41.6063,6.5217,6.5217,1,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0031,4,перестановка абзацев,1,H,science,,,41.1836,45.4106,4.2271,4.2271,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0032,4,перестановка абзацев,1,H,science,,,33.9372,44.0821,10.1449,10.1449,1,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0053,4,перестановка абзацев,1,H,science,,,46.7995,60.0845,13.2850,13.2850,1,18,4,0.5700,0.1200,,0,0,0
human_science_spbgu_0024,4,перестановка абзацев,1,H,science,,,51.9324,53.6232,1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
human_science_urfu_0028,4,перестановка абзацев,1,H,science,,,41.7874,41.7874,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_seo_alaev_0004,4,перестановка абзацев,1,H,seo,,,37.8623,36.4130,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
human_seo_convertmonster_0001,4,перестановка абзацев,1,H,seo,,,28.3816,29.8309,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
human_seo_devaka_ru_0004,4,перестановка абзацев,1,H,seo,,,36.9565,48.5507,11.5942,11.5942,1,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_0002,4,перестановка абзацев,1,H,seo,,,38.1039,45.3502,7.2464,7.2464,1,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_su_0001,4,перестановка абзацев,1,H,seo,,,29.7101,35.5072,5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
human_seo_labrika_0002,4,перестановка абзацев,1,H,seo,,,26.1473,43.5386,17.3913,17.3913,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b012_P1_r1,4,перестановка абзацев,1,A,seo,P1,nemotron,53.3213,53.3213,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b015_P3_r2,4,перестановка абзацев,1,A,seo,P3,nemotron,61.7754,63.2246,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b016_P1_r1,4,перестановка абзацев,1,A,analytics,P1,nemotron,52.5362,48.9130,-3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b022_P3_r2,4,перестановка абзацев,1,A,analytics,P3,nemotron,38.8889,42.5121,3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b028_P1_r2,4,перестановка абзацев,1,A,analytics,P1,nemotron,65.2778,63.8285,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b033_P2_r2,4,перестановка абзацев,1,A,commercial,P2,nemotron,61.5942,63.0435,1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b038_P1_r2,4,перестановка абзацев,1,A,commercial,P1,nemotron,55.1932,58.8164,3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b015_P2_r1,4,перестановка абзацев,1,A,seo,P2,real_claude,58.5145,59.2391,0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b018_P3_r2,4,перестановка абзацев,1,A,analytics,P3,real_claude,45.7126,55.1329,9.4203,9.4203,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b024_P1_r2,4,перестановка абзацев,1,A,analytics,P1,real_claude,53.4420,54.1667,0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b025_P2_r1,4,перестановка абзацев,1,A,analytics,P2,real_claude,46.2560,44.8068,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b034_P2_r2,4,перестановка абзацев,1,A,commercial,P2,real_claude,72.8865,67.0894,-5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b040_P3_r2,4,перестановка абзацев,1,A,commercial,P3,real_claude,43.7198,41.5459,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b042_P3_r2,4,перестановка абзацев,1,A,commercial,P3,real_claude,29.0459,34.8430,5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
real_claude_b045_P3_r1,4,перестановка абзацев,1,A,commercial,P3,real_claude,53.5024,56.4010,2.8986,2.8986,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b002_P3_r1,5,исправление пунктуации,1,A,seo,P3,deepseek_pro,39.0097,45.1691,6.1594,6.1594,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b004_P2_r1,5,исправление пунктуации,1,A,seo,P2,deepseek_pro,63.7681,62.0773,-1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b007_P3_r2,5,исправление пунктуации,1,A,seo,P3,deepseek_pro,47.5845,47.5845,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P1_r1,5,исправление пунктуации,1,A,seo,P1,deepseek_pro,49.1546,50.1208,0.9662,0.9662,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P2_r2,5,исправление пунктуации,1,A,seo,P2,deepseek_pro,52.5362,53.0797,0.5435,0.5435,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b021_P2_r2,5,исправление пунктуации,1,A,analytics,P2,deepseek_pro,59.8430,59.8430,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,0
deepseek_pro_b037_P2_r2,5,исправление пунктуации,1,A,commercial,P2,deepseek_pro,61.2923,61.2923,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b038_P1_r2,5,исправление пунктуации,1,A,commercial,P1,deepseek_pro,43.0556,43.0556,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P1_r1,5,исправление пунктуации,1,A,seo,P1,gpt,41.5459,41.5459,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P3_r1,5,исправление пунктуации,1,A,seo,P3,gpt,35.0242,35.0242,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b021_P3_r2,5,исправление пунктуации,1,A,analytics,P3,gpt,52.4155,52.4155,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b026_P1_r1,5,исправление пунктуации,1,A,analytics,P1,gpt,61.1715,61.1715,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b028_P2_r1,5,исправление пунктуации,1,A,analytics,P2,gpt,43.7802,43.7802,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
gpt_b031_P1_r1,5,исправление пунктуации,1,A,commercial,P1,gpt,29.7705,29.2271,-0.5435,0.5435,0,18,4,0.5700,0.1200,,0,0,0
gpt_b040_P2_r1,5,исправление пунктуации,1,A,commercial,P2,gpt,60.1449,60.1449,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0001,5,исправление пунктуации,1,H,translation,,,43.5990,47.4638,3.8647,3.8647,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0002,5,исправление пунктуации,1,H,translation,,,46.7391,51.0870,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0003,5,исправление пунктуации,1,H,translation,,,51.2681,51.2681,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0055,5,исправление пунктуации,1,H,translation,,,40.5797,40.5797,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,1,1
human_hard_rusltc_0068,5,исправление пунктуации,1,H,translation,,,17.3913,17.3913,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0073,5,исправление пунктуации,1,H,translation,,,54.8309,57.4879,2.6570,2.6570,0,17,4,0.5700,0.1200,,1,0,0
human_news_buriy_2014_0027,5,исправление пунктуации,1,H,news,,,29.3478,29.3478,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_news_buriy_2014_0034,5,исправление пунктуации,1,H,news,,,47.2222,47.2222,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_news_gazeta_0031,5,исправление пунктуации,1,H,news,,,36.3527,35.1449,-1.2077,1.2077,0,17,4,0.5700,0.1200,,1,0,0
human_news_gazeta_0040,5,исправление пунктуации,1,H,news,,,28.0193,31.7633,3.7440,3.7440,0,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0001,5,исправление пунктуации,1,H,news,,,49.2150,49.2150,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0016,5,исправление пунктуации,1,H,news,,,61.2319,46.0145,-15.2174,15.2174,1,17,4,0.5700,0.1200,,1,0,0
human_prose_taiga_arzamas_0050,5,исправление пунктуации,1,H,prose,,,26.2077,26.2077,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_arzamas_0051,5,исправление пунктуации,1,H,prose,,,39.0097,39.0097,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_magazines_0048,5,исправление пунктуации,1,H,prose,,,56.5821,57.5483,0.9662,0.9662,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_magazines_0053,5,исправление пунктуации,1,H,prose,,,17.2101,17.2101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0034,5,исправление пунктуации,1,H,prose,,,34.0580,34.0580,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0056,5,исправление пунктуации,1,H,prose,,,37.0169,37.0169,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0026,5,исправление пунктуации,1,H,science,,,35.0845,36.1715,1.0870,1.0870,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0031,5,исправление пунктуации,1,H,science,,,41.1836,53.7440,12.5604,12.5604,1,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0032,5,исправление пунктуации,1,H,science,,,33.9372,33.1522,-0.7850,0.7850,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0053,5,исправление пунктуации,1,H,science,,,46.7995,52.5966,5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
human_science_spbgu_0024,5,исправление пунктуации,1,H,science,,,51.9324,53.6232,1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
human_science_urfu_0028,5,исправление пунктуации,1,H,science,,,41.7874,41.7874,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_alaev_0004,5,исправление пунктуации,1,H,seo,,,37.8623,37.8623,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_seo_convertmonster_0001,5,исправление пунктуации,1,H,seo,,,28.3816,27.6570,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
human_seo_devaka_ru_0004,5,исправление пунктуации,1,H,seo,,,36.9565,35.2657,-1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_0002,5,исправление пунктуации,1,H,seo,,,38.1039,37.5604,-0.5435,0.5435,0,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_su_0001,5,исправление пунктуации,1,H,seo,,,29.7101,35.1449,5.4348,5.4348,1,18,4,0.5700,0.1200,,0,0,0
human_seo_labrika_0002,5,исправление пунктуации,1,H,seo,,,26.1473,30.4952,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b012_P1_r1,5,исправление пунктуации,1,A,seo,P1,nemotron,53.3213,51.6304,-1.6908,1.6908,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b015_P3_r2,5,исправление пунктуации,1,A,seo,P3,nemotron,61.7754,52.7174,-9.0580,9.0580,1,18,4,0.5700,0.1200,,0,0,0
nemotron_b016_P1_r1,5,исправление пунктуации,1,A,analytics,P1,nemotron,52.5362,52.5362,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b022_P3_r2,5,исправление пунктуации,1,A,analytics,P3,nemotron,38.8889,38.8889,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b028_P1_r2,5,исправление пунктуации,1,A,analytics,P1,nemotron,65.2778,65.2778,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b033_P2_r2,5,исправление пунктуации,1,A,commercial,P2,nemotron,61.5942,61.5942,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
nemotron_b038_P1_r2,5,исправление пунктуации,1,A,commercial,P1,nemotron,55.1932,55.1932,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b015_P2_r1,5,исправление пунктуации,1,A,seo,P2,real_claude,58.5145,58.5145,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b018_P3_r2,5,исправление пунктуации,1,A,analytics,P3,real_claude,45.7126,45.7126,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b024_P1_r2,5,исправление пунктуации,1,A,analytics,P1,real_claude,53.4420,51.9928,-1.4493,1.4493,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b025_P2_r1,5,исправление пунктуации,1,A,analytics,P2,real_claude,46.2560,46.2560,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b034_P2_r2,5,исправление пунктуации,1,A,commercial,P2,real_claude,72.8865,69.2633,-3.6232,3.6232,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b040_P3_r2,5,исправление пунктуации,1,A,commercial,P3,real_claude,43.7198,48.0676,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b042_P3_r2,5,исправление пунктуации,1,A,commercial,P3,real_claude,29.0459,29.0459,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
real_claude_b045_P3_r1,5,исправление пунктуации,1,A,commercial,P3,real_claude,53.5024,53.5024,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b002_P3_r1,10,сокращение текста,0,A,seo,P3,deepseek_pro,39.0097,41.9082,2.8986,2.8986,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b004_P2_r1,10,сокращение текста,0,A,seo,P2,deepseek_pro,63.7681,57.8502,-5.9179,5.9179,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b007_P3_r2,10,сокращение текста,0,A,seo,P3,deepseek_pro,47.5845,37.0773,-10.5072,10.5072,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P1_r1,10,сокращение текста,0,A,seo,P1,deepseek_pro,49.1546,40.7609,-8.3937,8.3937,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b009_P2_r2,10,сокращение текста,0,A,seo,P2,deepseek_pro,52.5362,47.4034,-5.1329,5.1329,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b021_P2_r2,10,сокращение текста,0,A,analytics,P2,deepseek_pro,59.8430,43.9010,-15.9420,15.9420,1,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b037_P2_r2,10,сокращение текста,0,A,commercial,P2,deepseek_pro,61.2923,63.5870,2.2947,2.2947,0,18,4,0.5700,0.1200,,0,0,0
deepseek_pro_b038_P1_r2,10,сокращение текста,0,A,commercial,P1,deepseek_pro,43.0556,37.2585,-5.7971,5.7971,1,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P1_r1,10,сокращение текста,0,A,seo,P1,gpt,41.5459,40.8213,-0.7246,0.7246,0,18,4,0.5700,0.1200,,0,0,0
gpt_b004_P3_r1,10,сокращение текста,0,A,seo,P3,gpt,35.0242,39.6135,4.5894,4.5894,0,18,4,0.5700,0.1200,,0,0,0
gpt_b021_P3_r2,10,сокращение текста,0,A,analytics,P3,gpt,52.4155,54.8309,2.4155,2.4155,0,17,4,0.5700,0.1200,,1,0,0
gpt_b026_P1_r1,10,сокращение текста,0,A,analytics,P1,gpt,61.1715,55.6763,-5.4952,5.4952,1,18,4,0.5700,0.1200,,0,0,0
gpt_b028_P2_r1,10,сокращение текста,0,A,analytics,P2,gpt,43.7802,41.6063,-2.1739,2.1739,0,18,4,0.5700,0.1200,,0,0,0
gpt_b031_P1_r1,10,сокращение текста,0,A,commercial,P1,gpt,29.7705,24.7585,-5.0121,5.0121,1,18,4,0.5700,0.1200,,0,0,0
gpt_b040_P2_r1,10,сокращение текста,0,A,commercial,P2,gpt,60.1449,48.4300,-11.7150,11.7150,1,18,4,0.5700,0.1200,,0,0,0
human_hard_rusltc_0001,10,сокращение текста,0,H,translation,,,43.5990,41.1232,-2.4758,2.4758,0,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0002,10,сокращение текста,0,H,translation,,,46.7391,38.7681,-7.9710,7.9710,1,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0003,10,сокращение текста,0,H,translation,,,51.2681,46.9203,-4.3478,4.3478,0,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0055,10,сокращение текста,0,H,translation,,,40.5797,35.5072,-5.0725,5.0725,1,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0068,10,сокращение текста,0,H,translation,,,17.3913,20.0483,2.6570,2.6570,0,17,4,0.5700,0.1200,,1,0,0
human_hard_rusltc_0073,10,сокращение текста,0,H,translation,,,54.8309,40.3382,-14.4928,14.4928,1,17,4,0.5700,0.1200,,1,0,0
human_news_buriy_2014_0027,10,сокращение текста,0,H,news,,,29.3478,29.8913,0.5435,0.5435,0,17,4,0.5700,0.1200,,1,0,0
human_news_buriy_2014_0034,10,сокращение текста,0,H,news,,,47.2222,30.4348,-16.7874,16.7874,1,17,4,0.5700,0.1200,,1,0,0
human_news_gazeta_0031,10,сокращение текста,0,H,news,,,36.3527,26.2077,-10.1449,10.1449,1,17,4,0.5700,0.1200,,1,0,0
human_news_gazeta_0040,10,сокращение текста,0,H,news,,,28.0193,27.1135,-0.9058,0.9058,0,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0001,10,сокращение текста,0,H,news,,,49.2150,36.5338,-12.6812,12.6812,1,17,4,0.5700,0.1200,,1,0,0
human_news_lenta_0016,10,сокращение текста,0,H,news,,,61.2319,61.2319,0.0000,0.0000,0,17,4,0.5700,0.1200,,1,0,0
human_prose_taiga_arzamas_0050,10,сокращение текста,0,H,prose,,,26.2077,18.2971,-7.9106,7.9106,1,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_arzamas_0051,10,сокращение текста,0,H,prose,,,39.0097,35.3865,-3.6232,3.6232,0,17,4,0.5700,0.1200,,1,0,0
human_prose_taiga_magazines_0048,10,сокращение текста,0,H,prose,,,56.5821,44.9879,-11.5942,11.5942,1,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_magazines_0053,10,сокращение текста,0,H,prose,,,17.2101,17.2101,0.0000,0.0000,0,18,4,0.5700,0.1200,,0,0,0
human_prose_taiga_proza_0034,10,сокращение текста,0,H,prose,,,34.0580,25.8454,-8.2126,8.2126,1,17,4,0.5700,0.1200,,1,0,0
human_prose_taiga_proza_0056,10,сокращение текста,0,H,prose,,,37.0169,25.6643,-11.3527,11.3527,1,17,4,0.5700,0.1200,,1,0,0
human_science_cyberleninka_0026,10,сокращение текста,0,H,science,,,35.0845,40.7005,5.6159,5.6159,1,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0031,10,сокращение текста,0,H,science,,,41.1836,38.8889,-2.2947,2.2947,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0032,10,сокращение текста,0,H,science,,,33.9372,38.2850,4.3478,4.3478,0,18,4,0.5700,0.1200,,0,0,0
human_science_cyberleninka_0053,10,сокращение текста,0,H,science,,,46.7995,43.4179,-3.3816,3.3816,0,18,4,0.5700,0.1200,,0,0,0
human_science_spbgu_0024,10,сокращение текста,0,H,science,,,51.9324,51.7512,-0.1812,0.1812,0,18,4,0.5700,0.1200,,0,0,0
human_science_urfu_0028,10,сокращение текста,0,H,science,,,41.7874,40.0362,-1.7512,1.7512,0,18,4,0.5700,0.1200,,0,0,0
human_seo_alaev_0004,10,сокращение текста,0,H,seo,,,37.8623,40.6401,2.7778,2.7778,0,18,4,0.5700,0.1200,,0,0,0
human_seo_convertmonster_0001,10,сокращение текста,0,H,seo,,,28.3816,25.4831,-2.8986,2.8986,0,18,4,0.5700,0.1200,,0,0,0
human_seo_devaka_ru_0004,10,сокращение текста,0,H,seo,,,36.9565,43.9614,7.0048,7.0048,1,18,4,0.5700,0.1200,,0,0,0
human_seo_drmax_0002,10,сокращение текста,0,H,seo,,,38.1039,27.2947,-10.8092,10.8092,1,18,4,0.5700,0.1200,,0,0,0
