case_id,document_id,error_class,model_or_procedure,predicted,actual,triggered_features,alternative_explanation,genre_norm,prompt_effect,length_effect,source_artifact,real_editorial_problem,conclusion,reviewed_by,reviewed_at
DIS-012,human_news_buriy_2014_0015,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.00; proc2 0.09; proc3 0.99; proc4 0.24,H,размах перцентилей 0.99,,"news, уровень 1",н/п,"763 слов, терциль: короткие",buriy_2014,,pending,,
DIS-013,human_news_buriy_2014_0010,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.01; proc2 0.02; proc3 1.00; proc4 0.66,H,размах перцентилей 0.99,,"news, уровень 1",н/п,"734 слов, терциль: короткие",buriy_2014,,pending,,
DIS-014,human_science_urfu_0043,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.45; proc2 0.01; proc3 0.99; proc4 0.98,H,размах перцентилей 0.99,,"science, уровень 3",н/п,"2557 слов, терциль: длинные",urfu,,pending,,
DIS-015,human_science_spbgu_0033,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.00; proc2 0.04; proc3 0.98; proc4 0.96,H,размах перцентилей 0.98,,"science, уровень 3",н/п,"790 слов, терциль: короткие",spbgu,,pending,,
DIS-016,human_seo_sosnovskij_ru_0003,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.21; proc2 0.01; proc3 0.63; proc4 0.99,H,размах перцентилей 0.98,,"seo, уровень 2",н/п,"1126 слов, терциль: средние",sosnovskij_ru,,pending,,
DIS-017,deepseek_pro_b002_P2_r1,disagreement,"четыре процедуры, перцентили корпуса",proc1 1.00; proc2 0.97; proc3 0.79; proc4 0.02,A,размах перцентилей 0.98,,"seo, уровень не задан",P2,"1573 слов, терциль: средние",deepseek_pro,,pending,,
DIS-018,human_science_urfu_0040,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.37; proc2 0.00; proc3 0.98; proc4 0.98,H,размах перцентилей 0.98,,"science, уровень 3",н/п,"4804 слов, терциль: длинные",urfu,,pending,,
DIS-019,human_news_lenta_0017,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.04; proc2 0.01; proc3 0.99; proc4 0.93,H,размах перцентилей 0.98,,"news, уровень 1",н/п,"1467 слов, терциль: средние",lenta,,pending,,
DIS-020,deepseek_pro_b003_P2_r2,disagreement,"четыре процедуры, перцентили корпуса",proc1 1.00; proc2 0.97; proc3 0.55; proc4 0.02,A,размах перцентилей 0.98,,"seo, уровень не задан",P2,"1656 слов, терциль: средние",deepseek_pro,,pending,,
DIS-021,human_science_cyberleninka_0053,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.42; proc2 0.00; proc3 0.98; proc4 0.95,H,размах перцентилей 0.98,,"science, уровень 3",н/п,"4693 слов, терциль: длинные",cyberleninka,,pending,,
DIS-022,human_seo_drmax_su_0003,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.01; proc2 0.54; proc3 0.92; proc4 0.98,H,размах перцентилей 0.97,,"seo, уровень 2",н/п,"1115 слов, терциль: средние",drmax_su,,pending,,
DIS-023,human_seo_seoprofy_ua_0003,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.01; proc2 0.31; proc3 0.84; proc4 0.99,H,размах перцентилей 0.97,,"seo, уровень 2",н/п,"755 слов, терциль: короткие",seoprofy_ua,,pending,,
DIS-024,real_claude_b003_P3_r2,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.99; proc2 0.87; proc3 0.02; proc4 0.46,A,размах перцентилей 0.97,,"seo, уровень не задан",P3,"1382 слов, терциль: средние",real_claude,,pending,,
DIS-025,human_science_urfu_0042,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.14; proc2 0.01; proc3 0.96; proc4 0.98,H,размах перцентилей 0.97,,"science, уровень 3",н/п,"2209 слов, терциль: длинные",urfu,,pending,,
DIS-026,human_science_urfu_0041,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.13; proc2 0.01; proc3 0.91; proc4 0.98,H,размах перцентилей 0.97,,"science, уровень 3",н/п,"4364 слов, терциль: длинные",urfu,,pending,,
DIS-027,human_science_urfu_0039,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.45; proc2 0.00; proc3 0.80; proc4 0.98,H,размах перцентилей 0.97,,"science, уровень 3",н/п,"4887 слов, терциль: длинные",urfu,,pending,,
DIS-028,real_claude_b005_P3_r2,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.94; proc2 1.00; proc3 0.02; proc4 0.47,A,размах перцентилей 0.97,,"seo, уровень не задан",P3,"1383 слов, терциль: средние",real_claude,,pending,,
DIS-029,human_science_spbgu_0054,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.64; proc2 0.01; proc3 0.98; proc4 0.31,H,размах перцентилей 0.97,,"science, уровень 3",н/п,"3172 слов, терциль: длинные",spbgu,,pending,,
DIS-030,nemotron_b013_P1_r1,disagreement,"четыре процедуры, перцентили корпуса",proc1 0.98; proc2 0.69; proc3 0.01; proc4 0.82,A,размах перцентилей 0.97,,"seo, уровень не задан",P1,"2256 слов, терциль: длинные",nemotron,,pending,,
